Uniprot,#Peptides_Macron2018A,#Peptides_Macron2020,#Peptides_Zhang2015,#Peptides_Guldbrandsen2014,#Peptides_Macron2018B,#Peptides_Schutzer2010,#Peptides_NunezGalindo2015,#Peptides_Zougman2007,#Peptides_Schilde2018,#Peptides_Guo2015,#Peptides_Stoop2010,#Studies
Q14050,,2.0,,,,,,,,,,1
Q969S3,,2.0,,,,,,,,,,1
P30613,,2.0,,,,,,,,,,1
O14618,,2.0,4.0,,,,,,,,,2
O14604,,2.0,,,,,,,,,,1
P13646,,8.0,,7.0,,1.0,,,,,,3
P13640,,11.0,,,,,1.0,,,,,2
P13535,,5.0,,,,,,,,,,1
P13533,,5.0,,,,,,,,,,1
A0A1B0GUS4,,2.0,,,,,,,,,,1
Q02224,,2.0,,,2.0,,,,,,,2
A6NK89,,2.0,,,,,,,,,,1
P35900,,2.0,,,,,,,,,,1
Q8N8S7,,2.0,2.0,,,,,,,,,2
Q14568,,5.0,,,,,,,,,,1
Q4G0P3,,3.0,,,,,,,,,,1
Q4G112,,3.0,,,,,,,,,,1
P23497,,2.0,,,,,,,,,,1
Q3MIP1,,2.0,,,1.0,,,,,,,2
A6NMZ7,,2.0,,,,1.0,,,,,,2
A4UGR9,,2.0,,,,1.0,,,,,,2
Q8N3A8,,2.0,,,,,,,,,,1
Q8N6H7,,2.0,,,,,,,,,,1
A6NNZ2,,3.0,,,,,,,,,,1
P13010,,4.0,,,,,,,,,,1
A9YTQ3,,2.0,,,,1.0,,,,,,2
Q8N612,,2.0,,1.0,,1.0,,,,,,3
P53985,,2.0,,1.0,,,,,,,,2
P59190,,2.0,2.0,,,,,,,,,2
A6NMY6,,5.0,,,,,,,,,,1
Q6N022,,4.0,12.0,2.0,,1.0,,,,,,4
Q6N021,,2.0,,,,,,,,,,1
P23141,,2.0,3.0,,,,,,,,,2
O43374,,2.0,,,,,,,,,,1
Q63HN8,,2.0,,,,,2.0,,,,,2
Q8N474,,6.0,3.0,1.0,1.0,1.0,,,,,,5
Q14999,,3.0,,,,,,,,,,1
P62837,,2.0,2.0,,,,,,,,,2
Q8N3K9,,2.0,,,,,,,,,,1
P33240,,2.0,,,,,,,,,,1
A7XYQ1,,2.0,,,,,,,,,,1
P53708,,2.0,,,,,,,,,,1
P62987,,20.0,,,,,,,2.0,,,2
P33176,,2.0,,,,,,,,,,1
Q8N257,,5.0,,,,,,,,,,1
Q8N1N4,,3.0,4.0,2.0,,,,,,,,3
D6RIA3,,2.0,,,,,,,,,,1
Q8N1M1,,2.0,,,,,,,,,,1
A6NIZ1,,2.0,,,,,,,,,,1
Q15878,,3.0,,2.0,,,,,,,,2
A6NHL2,,3.0,,,,,,,,,,1
Q15846,,2.0,8.0,6.0,,,,,,,,3
Q7Z6Z7,,3.0,,,,,,,,,,1
O00763,,2.0,,,,,,,,,,1
Q15751,,2.0,,,,,,,,,,1
Q8WXI7,,3.0,,,,1.0,,,,,,2
Q15700,,2.0,,,1.0,,,,,,,2
Q8WXG9,,3.0,,,,,,,,,,1
Q8WXF1,,3.0,,,,,,,,,,1
Q99996,,3.0,,,,,,,,,,1
Q8WX92,,2.0,,,1.0,,,,,,,2
D6REC4,,2.0,,,,,,,,,,1
Q99952,,2.0,,,,,,,,,,1
O00541,,2.0,,,,,,,,,,1
O00512,,3.0,,,,,,,,,,1
P16520,,2.0,,,,,,,,,,1
O00507,,3.0,,,,,,,,,,1
Q8WVV5,,4.0,,,,,,,,,,1
A6NEQ0,,2.0,,,,,,,,,,1
A6NED2,,2.0,,,,,,,,,,1
O00481,,2.0,,,,,,,,,,1
P36969,,2.0,,,,,,,,,,1
P36952,,2.0,,,,,,,,,,1
O00445,,2.0,,,,,,,,,,1
O00411,,3.0,,,,1.0,,,,,,2
O00410,,2.0,,,,,,,,,,1
O94979,,3.0,,,,,,,,,,1
Q99728,,2.0,,,,,,,,,,1
Q15465,,2.0,6.0,1.0,,,,,,,,3
O60303,,2.0,,,,,,,,,,1
A6NDE4,,2.0,,,,,,,,,,1
Q8WUD1,,2.0,2.0,,,,,,,,,2
Q8WUA8,,2.0,6.0,1.0,1.0,,,,,,,4
P36873,,2.0,,2.0,1.0,1.0,,,,,,4
Q8WUA2,,2.0,,,,,,,,,,1
Q92993,,2.0,,,,,,,,,,1
Q8IZT6,,2.0,,,,,,,,,,1
Q92930,,4.0,,,,,,,,,,1
Q92925,,2.0,,,,,,,,,,1
P26599,,5.0,,,,,,,,,,1
Q8IZK6,,2.0,,,,,,,,,,1
Q15363,,2.0,2.0,1.0,,,,,,,,3
Q15323,,2.0,,,,,,,,,,1
O00231,,3.0,,,,,,,,,,1
P16234,,2.0,9.0,3.0,,5.0,,,,,,4
P16233,,2.0,,,,,,,,,,1
A6NC98,,2.0,,,,,,,,,,1
O00203,,2.0,,,1.0,,,,,,,2
Q92841,,4.0,,,,,,,,,,1
Q8TEQ8,,2.0,,,,,,,,,,1
Q92805,,2.0,,,,,,,,,,1
Q8TF17,,2.0,,,,,,,,,,1
P46976,,2.0,4.0,2.0,,1.0,,,,,,4
Q8IYK8,,3.0,,,,,,,,,,1
Q15286,,2.0,,,,,,,,,,1
Q15276,,2.0,,,,,,,,,,1
Q8TEL6,,3.0,,,,1.0,,,,,,2
Q8IYB3,,2.0,,,,,,,,,,1
Q9BQB4,,2.0,,,,,,,,,,1
Q92797,,3.0,,,,,,,,,,1
Q92786,,2.0,,,,,,,,,,1
Q8IXS6,,2.0,,,,,,,,,,1
Q8TE82,,2.0,,,,,,,,,,1
Q92764,,2.0,8.0,3.0,,,,,,,,3
Q8TE73,,2.0,,,,,3.0,,,,,2
P16104,,5.0,,,3.0,,,,,,,2
Q99456,,2.0,2.0,,,,,,,,,2
Q8IXK2,,2.0,3.0,,,,,,,,,2
P39905,,2.0,,,,,,,,,,1
Q15111,,3.0,,,,1.0,,,,,,2
Q8TDB8,,2.0,,,,,,,,,,1
P0CG38,,4.0,,3.0,,7.0,,,,,,3
Q8IWZ3,,2.0,,,,,,,,,,1
Q8IWU6,,6.0,2.0,,,,,,,,,2
Q8IWT3,,2.0,,,,,,,,,,1
Q8IWR1,,2.0,,,,,,,,,,1
A4D0S4,,2.0,2.0,,,,,,,,,2
Q8TD55,,2.0,,,,,,,,,,1
Q92618,,2.0,,,,,,,,,,1
Q92616,,5.0,,,1.0,,,,,,,2
Q92614,,2.0,,,,,,,,,,1
Q8IWI9,,2.0,,,,1.0,,,,,,2
Q6PEY2,,6.0,,,,,,,,,,1
Q92599,,2.0,,,,,,,,,,1
Q92540,,2.0,,,,,,,,,,1
Q58FG1,,2.0,,,,,,,,,,1
Q58FG0,,2.0,,,,,,,,,,1
Q58FF6,,2.0,,,,,,,,,,1
Q58FF3,,5.0,,,,,,,,,,1
P09467,,2.0,3.0,3.0,,,,,,,,3
Q92496,,3.0,,1.0,,,,,,,,2
Q9BZZ2,,2.0,,,1.0,,,,,4.0,,3
Q5SYE7,,2.0,,,,,,,,,,1
Q8TAL6,,3.0,6.0,3.0,,1.0,,,,,,4
P13716,,2.0,4.0,2.0,,1.0,,,,,,4
Q8IUA7,,3.0,,,,,,,,,,1
O60942,,2.0,,,,1.0,,,,,,2
P36268,,2.0,2.0,,,,,,,,,2
Q9BYX7,,4.0,,,,,,,,,,1
Q5T5C0,,2.0,,,,,,,,,,1
Q9BYK8,,2.0,,,,,,,,,,1
Q9BYE4,,2.0,,,,,,,,,,1
Q68CR7,,2.0,,,,,,,,,,1
Q08830,,2.0,,,,,,,,,,1
Q5T749,,2.0,2.0,,,,,,,,,2
Q9BXT4,,2.0,,,,,,,,,,1
Q5T7V8,,2.0,,,,,,,,,,1
Q2M3C7,,4.0,,,,,,,,,,1
P19961,,7.0,14.0,14.0,,5.0,,,2.0,,,5
Q5T7B8,,2.0,,,,,,,,,,1
Q6PJP8,,2.0,,,,,,,,,,1
Q2M2I5,,2.0,2.0,,,,,,,,,2
Q9BWF3,,2.0,,,,,,,,,,1
Q01955,,3.0,,,,1.0,,,,,,2
P19875,,2.0,,,,,,,,,,1
Q5SW79,,3.0,,,,,,,,,,1
B7ZW38,,6.0,,,,,,,,,,1
Q9BW11,,2.0,,,,,,,,,,1
P09543,,2.0,2.0,1.0,,,,,,,,3
Q5T5U3,,2.0,,,,,,,,,,1
Q9BVA1,,8.0,,,,,,,,,,1
Q6PI73,,2.0,,,,,,,,,,1
P09496,,2.0,,,,,,,,,,1
Q5SXM2,,2.0,,,,1.0,,,,,,2
P35625,,3.0,3.0,2.0,,,,,,,,3
Q9BUF5,,4.0,,,,,,,,,,1
O60716,,2.0,,,,,,,,,,1
Q5SY16,,2.0,,,,,,,,,,1
Q9BZD6,,2.0,,,,,,,,,,1
Q8IUG5,,2.0,,,1.0,,,,,,,2
Q9BU02,,2.0,,,,,,,,,,1
Q8IUN9,,2.0,,,,,,,,,,1
Q6IQ55,,2.0,,,,,,,,,,1
Q8TB73,,2.0,3.0,,,,,,,,,2
Q8IV36,,2.0,,,,,,,,,,1
Q58FF7,,6.0,,,,1.0,,,,,,2
Q58FF8,,7.0,,,,,,,,,,1
Q08379,,2.0,,,,,,,,,,1
Q5BJF6,,3.0,,,,,,,,,,1
O60566,,2.0,,,,,,,,,,1
Q01546,,4.0,,,,,,,,,,1
P19440,,3.0,,1.0,,,,,,,,2
Q6T4P5,,2.0,,,,,,,,,,1
Q17RW2,,2.0,,,,2.0,,,,,,2
O94762,,2.0,,,,,,,,,,1
O00292,,2.0,10.0,,,,,,,,,2
Q9BRK4,,3.0,,,,1.0,,,,,,2
Q17RC7,,3.0,,,2.0,,,,,,,2
O94851,,2.0,,,1.0,,,,,,,2
O94874,,2.0,,,,,,,,,,1
O60361,,3.0,,,,,,,,,,1
Q9BQI9,,2.0,,,,,,,,,,1
Q9BQI5,,2.0,,,,,,,,,,1
O60333,,2.0,,1.0,,,,,,,,2
O60309,,2.0,,,,,,,,,,1
Q08043,,3.0,,,,,,,,,,1
Q5T0F9,,2.0,,,,,,,,,,1
Q9BPY8,,2.0,,1.0,,,,,,,,2
Q9BPX3,,2.0,,,,,,,,,,1
P49961,,3.0,,,,,,,,,,1
Q9BQ04,,2.0,,,,,,,,,,1
O60287,,3.0,,,,,,,,,,1
O60282,,2.0,,,,1.0,,,,,,2
O60281,,2.0,,,,,,,,,,1
P29400,,8.0,2.0,,,,,,,,,2
Q8TES7,,2.0,,,,,,,,,,1
Q5SNV9,,2.0,,,,,,,,,,1
O60244,,2.0,,,,,,,,,,1
Q8NHM4,,7.0,3.0,,,,,,,,,2
Q5T011,,2.0,2.0,,,,1.0,,,,,3
Q15334,,2.0,,,,,,,,,,1
Q6ZMY3,,2.0,,,,,,,,,,1
P63220,,3.0,,,1.0,,,,,,,2
P63261,,32.0,25.0,33.0,,,9.0,,,,,4
Q6ZMR3,,2.0,,,,,,,,,,1
P29320,,2.0,3.0,1.0,,,,,,,,3
P02100,,2.0,,,,,,,,,,1
Q9C0H9,,3.0,,,,,,,,,,1
Q9C0G6,,2.0,,,2.0,,,,,,,2
Q9C0D6,,2.0,,,,,,,,,,1
Q01151,,3.0,,,1.0,,,,,,,2
Q01130,,2.0,,,,,,,,,,1
Q15404,,3.0,4.0,,,1.0,,,,,,3
Q9C0A6,,2.0,,,,,,,,,,1
P19013,,2.0,3.0,5.0,,,,,,,,3
Q4VXU2,,2.0,3.0,,,,,,,,,2
P22531,,2.0,,,1.0,,,,,,,2
Q99729,,3.0,6.0,,,,,,,,,2
Q99798,,3.0,3.0,1.0,,,,,,,,3
F2Z333,,2.0,,,,,,,,,,1
O43915,,4.0,2.0,,,,,,,,,2
Q5VZK9,,2.0,,1.0,1.0,,,,,,,3
P22455,,2.0,5.0,,,,,,,,,2
Q99879,,6.0,,,,,,,,,,1
Q3ZCQ8,,2.0,,,,,,,,,,1
Q5TB80,,2.0,,,,,,,,,,1
Q3ZCM7,,3.0,,,,3.0,,,,,,2
Q5VY80,,3.0,,,,,,,,,,1
O43776,,2.0,,,1.0,,,,,,,2
P06576,,2.0,7.0,,,4.0,,,,,,3
P12035,,2.0,5.0,,,1.0,,,,,,3
Q8WXE0,,2.0,,,,,,,,,,1
A6PVC2,,2.0,,,,,,,,,,1
Q6IA69,,2.0,,,,,,,,,,1
P69892,,7.0,,,,,,,,,,1
P69849,,11.0,25.0,8.0,,,,,,,,3
P49327,,2.0,,,,,,,,,,1
O43525,,2.0,,1.0,,,,,,,,2
P49221,,2.0,,,,,,,,,,1
Q8N0Y7,,3.0,,,,,,,,,,1
P62979,,20.0,,,,,,3.0,,8.0,,3
O43390,,5.0,,,,,,,,,,1
O43312,,2.0,,,,,,,,,,1
Q04828,,2.0,,,,,,,,,,1
P62879,,4.0,,,,1.0,,,,,,2
P62851,,2.0,3.0,,,,,,,,,2
Q5VTE0,,9.0,8.0,,,,,,,,,2
P62834,,2.0,,,,,,,,,,1
P42345,,2.0,,,,,,,,,,1
P42330,,2.0,5.0,,,,,,,,,2
P05783,,4.0,,,,,,,,,,1
Q8N339,,10.0,,,,,,,,,,1
Q5VT06,,7.0,,,,,,,,,,1
Q14980,,2.0,,,1.0,,,,,,,2
Q14964,,2.0,,,,,,,,,,1
Q8N441,,2.0,3.0,,,,,,,,,2
O43149,,3.0,,,,,,,,,,1
O43148,,2.0,,,,1.0,,,,,,2
Q04671,,2.0,,,,,,,,,,1
Q04656,,2.0,,,,,,,,,,1
P15848,,4.0,8.0,3.0,1.0,2.0,,,,,,5
Q8N4C6,,2.0,,,,,,,,,,1
Q14896,,3.0,,,,,,,,,,1
Q14833,,3.0,2.0,,,,,,,,,2
Q14831,,2.0,,,,,,,,,,1
P52306,,2.0,,,,,,,,,,1
Q99442,,3.0,,,,,,,,,,1
Q14721,,2.0,,,,,,,,,,1
Q9Y5H5,,6.0,17.0,,,,,,,,,2
P79483,,3.0,,,,,,,,,,1
P62491,,5.0,,,,,,,,,,1
P05388,,2.0,,,,,,,,,,1
Q14651,,4.0,4.0,,,,,,,,,2
Q14643,,2.0,,,,,,,,,,1
P15531,,4.0,,7.0,,4.0,,,,,,3
B2RXH8,,6.0,,,,,,,,,,1
Q14573,,3.0,,,,,,,,,,1
Q14533,,4.0,,,,,,,,,,1
Q14525,,2.0,,,,,,,,,,1
Q6P582,,2.0,,,,,,,,,,1
Q8TF72,,2.0,,,,,,,,,,1
Q14435,,3.0,7.0,1.0,,,,,,,,3
P05120,,2.0,,,,,,,,,,1
Q92888,,2.0,,,,,,,,,,1
Q9H492,,2.0,2.0,,,,,,,,,2
P62140,,3.0,4.0,,,,,,,,,2
P05091,,2.0,,,,,,,,,,1
P15259,,5.0,,5.0,,7.0,,,,,,3
Q14258,,2.0,,,,,,,,,,1
Q6EEV6,,2.0,,,,,,,,,,1
P15153,,3.0,,,,,,,,,,1
P35609,,2.0,,,,,,,,,,1
Q14152,,6.0,,,1.0,1.0,,,,,,3
Q14151,,4.0,,,,,,,,,,1
P25325,,2.0,2.0,1.0,,,,,,,,3
P63267,,20.0,,11.0,,,,,,,,2
P35580,,13.0,3.0,,,,,,,,,2
O14879,,3.0,,,,,,,,,,1
Q6P0N0,,2.0,,,,1.0,,,,,,2
Q14055,,2.0,,,,,,,,,,1
Q14031,,2.0,,,,,,,,,,1
Q14012,,2.0,,,,,,,,,,1
Q14008,,2.0,,,,,,,,,,1
A7MBM2,,2.0,,1.0,,,,,,,,2
Q9H7M9,,3.0,,,,,,,,,,1
P60763,,3.0,3.0,,,,,,,,,2
Q3L8U1,,2.0,,,,,,,,,,1
P55854,,2.0,,1.0,2.0,1.0,,,,,,4
P50579,,2.0,,,,,,,,,,1
P35325,,2.0,,,,,,,,,,1
P0DOX8,,2.0,,,,,,,,,,1
P25054,,5.0,,,,1.0,2.0,,,,,3
P55795,,2.0,,,,1.0,,,,,,2
P55774,,2.0,,1.0,,,,,,,,2
Q07960,,2.0,,,,,,,,,,1
P35222,,2.0,,,,,,,,,,1
B2RPK0,,2.0,,,,,,,,,,1
P08842,,2.0,,,,,,,,,,1
O95260,,2.0,,,,,,,,,,1
Q9P2X0,,2.0,,,,,,,,,,1
P01911,,7.0,,1.0,1.0,,,,,,,3
P08637,,6.0,8.0,5.0,,4.0,,,,,,4
Q9P2G3,,2.0,,,,,,,,,,1
Q9P2D7,,2.0,,,,,,,,,,1
P01893,,8.0,,,,,,,,,,1
P01889,,12.0,,1.0,6.0,,,,,,,3
P01861,,3.0,22.0,48.0,,,,,6.0,10.0,3.0,6
Q9P1Y5,,2.0,,,,,,,,,,1
Q9P1W8,,5.0,,,,,,,,,,1
Q9P273,,3.0,17.0,5.0,,,,,,,,3
P30511,,3.0,,,,,,,,,,1
P57721,,4.0,,,,,,,,,,1
Q9P225,,3.0,2.0,,,1.0,,,,,,3
P20337,,3.0,,,,,,,,,,1
Q9Y216,,2.0,,,,,,,,,,1
Q7Z7A1,,3.0,,,,1.0,,,,,,2
Q7Z794,,3.0,5.0,5.0,,,,,,,,3
Q7Z745,,2.0,,,1.0,,,,,,,2
Q7Z6P3,,2.0,,,,,,,,,,1
Q00722,,2.0,,,,,,,,,,1
P18621,,2.0,,,,,,,,,,1
O75056,,7.0,,1.0,2.0,,,,,,,3
Q7Z5R6,,3.0,,,,,,,,,,1
Q7Z5P9,,3.0,,,,,,,,,,1
Q7KZI7,,2.0,,,,,,,,,,1
Q07343,,2.0,,,,,,,,,,1
Q7Z5L3,,2.0,,4.0,,,,,,,,2
Q7Z5L2,,2.0,,,,,,,,,,1
O75147,,2.0,,,,,,,,,,1
O75170,,2.0,,,,,,,,,,1
Q96C34,,2.0,,,,,,,,,,1
P55084,,2.0,,,,,,,,,,1
Q7Z4S6,,2.0,,,,,,,,,,1
Q07283,,3.0,,,,,,,,,,1
Q9Y4K0,,2.0,,,,,,,,,,1
P47813,,2.0,,,,,,,,,,1
Q7Z4F1,,2.0,,,,,,,,,,1
Q7Z3Y7,,3.0,,4.0,,,,,,,,2
Q8NFQ8,,2.0,6.0,1.0,,,,,,,,3
Q7Z478,,2.0,,,,,,,,,,1
Q9Y5G3,,11.0,,,,,,,,,,1
Q9Y5G5,,10.0,,,,,,,,,,1
Q9Y5H9,,3.0,,,,,,,,,,1
Q641Q2,,3.0,,,,,,,,,,1
Q7Z407,,2.0,9.0,1.0,1.0,,,,,,,4
Q7Z406,,7.0,2.0,,,,,,,,,2
O75385,,2.0,,,,,,,,,,1
Q7L985,,5.0,4.0,2.0,,3.0,,,,,,4
P21817,,5.0,,,,,,,,,,1
Q7Z2Z2,,3.0,,,,,,,,,,1
Q7Z2Y8,,3.0,,,1.0,,,,,,,2
P11597,,2.0,5.0,1.0,,,,,,,,3
Q5XKR4,,2.0,,,,,,,,,,1
P31995,,2.0,,,,,,,,,,1
Q8NHW5,,2.0,,,,,,,,,,1
Q9UIM3,,2.0,,,,,,,,,,1
Q2KHR3,,2.0,,,,,,,,,,1
O76039,,2.0,,,,,,,,,,1
P48741,,6.0,,,,,1.0,,,,,2
Q2KHM9,,2.0,,,,,,,,,,1
P48729,,2.0,,,,,,,,,,1
Q7L5N7,,2.0,,,,,,,,,,1
Q96HB5,,2.0,,,,,,,,,,1
Q5JU85,,2.0,,2.0,,,,,,,,2
P58876,,6.0,,,,,,,,,,1
P11171,,2.0,,,2.0,15.0,,,,,,3
Q9UL54,,2.0,,,1.0,,,,,,,2
P48594,,2.0,,,,1.0,,,,,,2
O75899,,3.0,,,,,,,,,,1
P28074,,4.0,5.0,1.0,2.0,,,,,,,4
P48552,,3.0,,,,,,,,,,1
P48546,,2.0,,,,,,,,,,1
P48509,,2.0,,,,,,,,,,1
P11055,,4.0,,1.0,,,,,,,,2
Q9ULI4,,2.0,,1.0,,,,,,,,2
Q53GS7,,2.0,,,,,,,,,,1
P21266,,2.0,7.0,2.0,1.0,,,,,,,4
Q9H4B8,,4.0,2.0,,,,,,,,,2
P0DOX6,,3.0,,,,,,,,,,1
O60739,,2.0,,,,,,,,,,1
Q96MG2,,3.0,,,,,,,,,,1
Q32P51,,4.0,,,,,,,,,,1
Q9H6R0,,2.0,,,,,,,,,,1
P04839,,2.0,,,,,,,,,,1
P51690,,2.0,,,,,,,,,,1
Q86YV0,,2.0,,,,,,,,,,1
Q86YS6,,2.0,,,,,,,,,,1
Q86YS3,,2.0,,,,,,,,,,1
Q6NZ67,,2.0,,,,,,,,,,1
Q86YD7,,2.0,,,,,,,,,,1
Q6UW49,,2.0,,1.0,1.0,,,,,,,3
P04745,,7.0,,9.0,2.0,,,,,,,3
Q86Y56,,2.0,,,,,,,,,,1
Q86XR5,,2.0,,,,,,,,,,1
P51532,,2.0,,,,,,,,,,1
Q9HDC9,,2.0,7.0,4.0,,1.0,,,,,,4
Q9H902,,2.0,,,,,,,,,,1
P41240,,2.0,,,,,,,,,,1
P41236,,4.0,,,,,,,,,,1
P41229,,2.0,,,,,,,,,,1
Q9HD67,,2.0,,,,,,,,,,1
Q9HCM7,,2.0,,,,,,,,,,1
Q9HCJ2,,4.0,9.0,6.0,,3.0,,,,,,4
Q5H9L2,,2.0,,,,,,,,,,1
Q9HCD6,,4.0,,,,,,,,,,1
P58107,,2.0,,,,,,,,,,1
Q86WG5,,2.0,,,,,,,,,,1
Q9NUQ2,,2.0,,,,,,,,,,1
P68366,,8.0,,7.0,,9.0,,,,,,3
A4D0V7,,,6.0,1.0,,,,,,,,2
A6NDG6,,,5.0,1.0,,,,,,,,2
A6NHX0,,,3.0,,,,,,,,,1
A6NJ16,,,3.0,,,,,,,,,1
A6NJS3,,,2.0,,,,,,,,,1
C9JH25,,,2.0,,,,,,,,,1
O00144,,,2.0,1.0,,,,,,,,2
O00469,,,5.0,2.0,,,,,,,,2
O00585,,,3.0,,,,,,,,,1
O00764,,,2.0,1.0,,1.0,,,,,,3
O14617,,,2.0,,1.0,,,,,,,2
O14656,,,3.0,1.0,,,,,,,,2
O14908,,,2.0,1.0,,,,,,,,2
O15067,,,2.0,,,1.0,,,,,,2
O15347,,,4.0,,,,,,,,,1
O15382,,,2.0,,,,,,,,,1
O15455,,,7.0,,,,,,,,,1
O15520,,,2.0,,,,,,,,,1
O15528,,,2.0,,,,,,,,,1
O43432,,,2.0,,,,,,,,,1
O43490,,,2.0,,,,,,,,,1
O43570,,,5.0,2.0,,1.0,,,,,,3
O43602,,,3.0,,,,,,,,,1
O60337,,,2.0,,,,,,,,,1
O60513,,,3.0,1.0,1.0,,,,,,,3
O60687,,,5.0,,,,,,,,,1
O60928,,,2.0,,,,,,,,,1
O60938,,,2.0,,,,,,,,,1
O75340,,,2.0,,,,,,,,,1
O75494,,,2.0,,,,,,,,,1
O75581,,,7.0,,,,,,,,,1
O75663,,,3.0,,,,,,,,,1
O75695,,,2.0,,,,,,,,,1
O75830,,,2.0,,,,,,,,,1
O75955,,,2.0,,1.0,1.0,,,,,,3
O94913,,,2.0,,,,,,,,,1
O95153,,,2.0,,,,,,,,,1
O95394,,,3.0,,,,,,,,,1
O95630,,,3.0,2.0,,,,,,,,2
P01133,,,2.0,,,,,,,,,1
P01225,,,2.0,,,,,,,,,1
P01593,,,5.0,6.0,,,,,,1.0,,3
P01594,,,4.0,8.0,,1.0,,,,1.0,,4
P01596,,,3.0,4.0,,4.0,,,,,,3
P01597,,,2.0,5.0,,,,4.0,,,,3
P01598,,,3.0,4.0,,,,,,4.0,,3
P01599,,,4.0,5.0,,,,,2.0,,,3
P01601,,,2.0,4.0,,,,,,,,2
P01603,,,5.0,2.0,,2.0,,,,,,3
P01604,,,3.0,1.0,,1.0,,,,4.0,,4
P01605,,,3.0,4.0,,3.0,,,,,,3
P01607,,,2.0,,,,,,,,,1
P01608,,,4.0,,,,,,,1.0,,2
P01609,,,3.0,,,1.0,,,,,,2
P01610,,,5.0,7.0,,,,2.0,,,,3
P01611,,,2.0,2.0,,4.0,,,,2.0,,4
P01612,,,2.0,5.0,,4.0,,,,,,3
P01613,,,3.0,4.0,,3.0,,,,4.0,,4
P01615,,,3.0,,,,,,,,,1
P01617,,,6.0,5.0,,9.0,,,,4.0,,4
P01619,,,4.0,3.0,,1.0,,4.0,3.0,,,5
P01621,,,4.0,6.0,,4.0,,,,,,3
P01622,,,12.0,8.0,,5.0,,,,,,3
P01625,,,5.0,1.0,,3.0,,3.0,,,,4
P01699,,,3.0,2.0,,,,,,4.0,,3
P01700,,,5.0,2.0,,2.0,,,,6.0,2.0,5
P01701,,,4.0,3.0,,1.0,,,,,,3
P01702,,,3.0,,,,,,,,,1
P01703,,,3.0,4.0,,,,,2.0,,,3
P01707,,,3.0,,,,,,,,,1
P01709,,,2.0,,,,,,,,,1
P01712,,,2.0,,,,,,,1.0,,2
P01714,,,3.0,3.0,,,,3.0,,4.0,3.0,5
P01717,,,2.0,2.0,,,,1.0,,,,3
P01719,,,3.0,2.0,,2.0,,,,,,3
P01732,,,3.0,,,,,,,,,1
P01743,,,4.0,4.0,,,,,,,,2
P01761,,,3.0,,,,,,,4.0,,2
P01762,,,2.0,,,1.0,,,,,,2
P01763,,,2.0,3.0,,2.0,,,,,,3
P01764,,,3.0,7.0,,7.0,,,,,,3
P01765,,,3.0,1.0,,3.0,,1.0,,,,4
P01766,,,3.0,4.0,,5.0,,,,1.0,,4
P01767,,,2.0,4.0,,4.0,,2.0,,2.0,,5
P01770,,,3.0,3.0,,2.0,,,,,,3
P01771,,,2.0,,,3.0,,,,,,2
P01773,,,2.0,,,,,,,,,1
P01775,,,4.0,,,,,,,,,1
P01781,,,7.0,6.0,,10.0,,1.0,,8.0,,5
P01824,,,2.0,,,,,1.0,,,,2
P01825,,,2.0,2.0,,,,,,,,2
P01880,,,10.0,7.0,,12.0,,3.0,4.0,,,5
P01920,,,2.0,,,,,,,,,1
P02763,,,15.0,36.0,,26.0,,11.0,7.0,20.0,10.0,7
P04207,,,4.0,6.0,,5.0,,,,,,3
P04208,,,5.0,,,,,,,,,1
P04211,,,2.0,1.0,,2.0,,,,,,3
P04271,,,3.0,3.0,,4.0,,,,,,3
P04424,,,2.0,,,,,,,,,1
P04433,,,2.0,8.0,,6.0,,,3.0,,,4
P04434,,,2.0,,,3.0,,,,4.0,,3
P04626,,,4.0,,,,,,,,,1
P06241,,,2.0,,,,,,,,,1
P06310,,,7.0,6.0,,36.0,,,,,,3
P06311,,,2.0,3.0,,1.0,,,,,,3
P06317,,,2.0,,,,,,,,,1
P06318,,,2.0,,,,,,,,,1
P06331,,,2.0,,,,,1.0,2.0,,,3
P06888,,,2.0,2.0,,1.0,,1.0,,,,4
P07288,,,2.0,,,,,,,,,1
P07359,,,6.0,3.0,,1.0,,,,,,3
P07911,,,10.0,1.0,,2.0,,,,,,3
P07949,,,3.0,3.0,,,,,,,,2
P08107,,,21.0,17.0,,14.0,,,,,,3
P08237,,,2.0,,,,,,,,,1
P08473,,,4.0,,,,,,,,,1
P08648,,,3.0,1.0,,,,,,,,2
P08709,,,6.0,3.0,,,,,,,,2
P08949,,,2.0,1.0,,,,,,,,2
P09327,,,2.0,,,,,,,,,1
P09471,,,5.0,,,2.0,,,,,,2
P09525,,,3.0,,,,,,,,,1
P10720,,,3.0,,,1.0,,,,,,2
P10912,,,2.0,2.0,,,,,,,,2
P10915,,,2.0,3.0,,,,,,,,2
P11216,,,2.0,,,,,,,,,1
P12643,,,2.0,,1.0,,,,,,,2
P13686,,,2.0,,,,,,,,,1
P15309,,,5.0,,,,,,,,,1
P15814,,,4.0,3.0,,,,,,,,2
P17301,,,4.0,1.0,,,,,,,,2
P19404,,,2.0,,,,,,,,,1
P19526,,,3.0,,,,,,,,,1
P19652,,,12.0,23.0,,22.0,,7.0,7.0,12.0,3.0,7
P20023,,,2.0,,,,,,,,,1
P20073,,,3.0,,,,,,,,,1
P20339,,,3.0,,,,,,,,,1
P20594,,,2.0,,,,,,,,,1
