Protein IDs;Gene name;Protein name;Unique peptides K1.1;Unique peptides K1.2;Unique peptides K1.3;Unique peptides K2.1;Unique peptides K2.2;Unique peptides K2.3;Unique peptides K5.1;Unique peptides K5.2;Unique peptides K5.3;Unique peptides K8.1;Unique peptides K8.2;Unique peptides K8.3;Unique peptides K13.1;Unique peptides K13.2;Unique peptides K13.3;Unique peptides K14.1;Unique peptides K14.2;Unique peptides K14.3;Unique peptides K26.1;Unique peptides K26.2;Unique peptides K26.3;Unique peptides K33.1;Unique peptides K33.2;Unique peptides K33.3;Unique peptides K36.1;Unique peptides K36.2;Unique peptides K36.3;Unique peptides K38.1;Unique peptides K38.2;Unique peptides K38.3;Unique peptides K39.1;Unique peptides K39.2;Unique peptides K39.3;Unique peptides K40.1;Unique peptides K40.2;Unique peptides K40.3;LFQ intensity K1.1;LFQ intensity K1.2;LFQ intensity K1.3;LFQ intensity K2.1;LFQ intensity K2.2;LFQ intensity K2.3;LFQ intensity K5.1;LFQ intensity K5.2;LFQ intensity K5.3;LFQ intensity K8.1;LFQ intensity K8.2;LFQ intensity K8.3;LFQ intensity K13.1;LFQ intensity K13.2;LFQ intensity K13.3;LFQ intensity K14.1;LFQ intensity K14.2;LFQ intensity K14.3;LFQ intensity K26.1;LFQ intensity K26.2;LFQ intensity K26.3;LFQ intensity K33.1;LFQ intensity K33.2;LFQ intensity K33.3;LFQ intensity K36.1;LFQ intensity K36.2;LFQ intensity K36.3;LFQ intensity K38.1;LFQ intensity K38.2;LFQ intensity K38.3;LFQ intensity K39.1;LFQ intensity K39.2;LFQ intensity K39.3;LFQ intensity K40.1;LFQ intensity K40.2;LFQ intensity 40.3
P22352;GPX3;Glutathione peroxidase 3;4;5;4;5;5;5;4;4;3;5;4;4;5;5;5;3;4;5;5;5;5;5;5;5;4;5;4;5;5;5;4;5;5;5;4;5;65793000;68548000;57296000;53371000;58540000;59009000;47847000;64155000;49718000;63714000;72143000;53696000;54205000;57448000;67321000;53152000;46642000;47785000;53394000;50823000;49541000;57217000;56216000;55505000;68749000;65617000;62696000;48166000;52143000;44421000;62364000;61839000;42739000;64166000;51467000;65633000
P22607;FGFR3;Fibroblast growth factor receptor 3;0;0;0;1;0;0;0;1;0;3;2;1;2;1;1;0;0;0;1;1;2;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3898800;3569800;0;2973400;0;0;0;0;0;0;0;2757800;0;0;0;0;0;0;2904400;0;0;0;0;0;0;0;0
P22692;IGFBP4;Insulin-like growth factor-binding protein 4;3;4;3;4;3;4;4;4;3;3;3;4;4;4;4;3;4;3;3;3;3;4;3;4;3;4;4;3;3;3;3;3;4;2;2;4;28627000;29228000;24271000;29389000;30230000;22645000;31004000;38618000;29756000;29151000;28545000;25936000;35165000;34636000;31670000;26883000;24909000;25269000;25794000;26910000;28632000;24496000;22560000;28643000;20791000;27098000;28469000;29920000;33595000;26743000;28083000;29505000;26544000;25003000;27102000;27105000
P22748;CA4;Carbonic anhydrase 4;0;1;0;1;1;0;1;0;1;2;0;0;1;0;0;0;1;1;2;1;1;1;1;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2216000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
P22792;CPN2;Carboxypeptidase N subunit 2;0;0;0;1;1;1;1;0;0;0;1;1;1;0;1;1;1;2;0;0;0;0;2;0;0;1;0;1;0;1;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4161400;0;0;0;0;4825300;0;0;0;0;0;0;0;0;0;0;0;0;0
P22891;PROZ;Vitamin K-dependent protein Z;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;2;1;2;0;0;0;0;0;0;1;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1409300;0
P22897;MRC1;Macrophage mannose receptor 1;2;2;1;2;1;2;1;2;1;4;1;1;3;5;3;0;1;1;4;2;1;2;2;2;1;2;1;2;1;2;0;2;1;2;2;2;47567000;43579000;0;56962000;0;45013000;0;52260000;0;31871000;10143000;45340000;42062000;50412000;51652000;0;0;0;57304000;62092000;73653000;60614000;52026000;59193000;62083000;41715000;54866000;47977000;0;62701000;0;47138000;0;37389000;29524000;41724000
P23142;FBLN1;Fibulin-1;16;16;18;16;16;14;16;17;17;18;16;15;18;17;17;16;17;18;18;18;17;16;18;16;16;17;17;18;16;17;16;17;14;15;17;17;638870000;590260000;628480000;519460000;536230000;449720000;636220000;680040000;636020000;728440000;668580000;605500000;625800000;644260000;633920000;547890000;517800000;523960000;565670000;558890000;597010000;611690000;556940000;531630000;715670000;696160000;749960000;635810000;689520000;627780000;645140000;572590000;568680000;516090000;493280000;696320000
P23284;PPIB;Peptidyl-prolyl cis-trans isomerase B;3;3;3;3;5;3;3;1;3;4;4;3;2;3;3;3;3;3;3;3;2;3;3;3;3;4;3;2;2;3;3;3;3;3;3;4;9276500;10460000;8124200;13787000;14050000;7952100;13848000;0;10747000;18903000;16785000;17440000;12488000;12520000;11327000;13243000;11867000;11749000;11253000;11742000;10800000;9611400;10260000;10254000;12013000;16397000;14887000;12102000;11401000;10908000;12411000;8435500;8294000;9192000;8501500;16401000
P23468;PTPRD;Receptor-type tyrosine-protein phosphatase delta;4;7;4;7;7;5;3;3;4;9;5;6;7;8;6;4;3;6;7;4;4;3;4;5;4;3;4;4;5;4;5;5;2;4;4;3;22050000;23721000;19498000;25773000;21795000;19514000;16053000;16204000;16517000;27340000;26587000;23734000;30846000;31125000;23907000;14510000;15384000;14087000;25472000;22032000;23140000;19253000;15628000;16585000;14767000;15556000;15192000;16292000;19806000;17568000;19724000;18661000;11287000;14473000;12314000;15559000
P23470;PTPRG;Receptor-type tyrosine-protein phosphatase gamma;3;3;2;5;5;3;4;2;3;6;5;3;5;6;5;4;5;4;5;6;4;4;5;2;4;5;2;4;4;3;4;4;4;3;3;5;14777000;13625000;16139000;20552000;21217000;14083000;15467000;17016000;10521000;19051000;23883000;14447000;15261000;14253000;13954000;13231000;13969000;12327000;20003000;17831000;18893000;12596000;9982800;12895000;12545000;14338000;9339800;13978000;15207000;12257000;13630000;10908000;10187000;12002000;13129000;14342000
P23471;PTPRZ1;Receptor-type tyrosine-protein phosphatase zeta;4;6;3;7;5;6;4;4;4;6;9;5;8;5;6;4;4;5;5;7;5;7;6;5;4;5;5;6;5;5;4;4;4;5;4;5;42851000;44544000;40827000;62885000;57994000;52867000;43636000;41989000;48900000;77290000;75498000;69326000;62684000;61067000;50103000;57204000;38144000;41297000;59071000;62348000;67242000;49706000;45805000;48499000;48699000;34619000;38355000;52609000;58820000;50842000;41329000;41436000;48070000;46710000;39622000;34627000
P23515;OMG;Oligodendrocyte-myelin glycoprotein;3;2;2;3;4;3;2;2;2;4;4;4;3;3;3;3;3;2;3;3;3;2;2;1;2;3;3;3;3;2;2;1;1;2;2;3;31939000;54546000;60525000;69805000;65720000;59886000;31793000;0;51952000;103510000;70465000;68241000;49416000;56518000;35933000;64570000;41485000;47495000;38386000;56819000;73937000;31955000;35219000;0;37443000;46094000;46220000;48187000;46147000;51228000;0;0;0;34392000;61971000;46105000
P23528;CFL1;Cofilin-1;0;0;0;1;2;0;1;0;2;1;1;0;2;0;0;1;0;0;1;2;1;1;1;0;1;1;2;2;1;0;0;1;1;1;0;1;0;0;0;0;0;0;0;0;1951700;0;0;0;1060700;0;0;0;0;0;0;744270;0;0;0;0;0;0;1331000;1389200;0;0;0;0;0;0;0;0
P24043;LAMA2;Laminin subunit alpha-2;1;0;0;3;3;2;3;1;2;5;5;1;9;5;5;1;1;1;6;5;4;1;1;1;1;0;2;1;2;3;1;0;1;1;1;0;0;0;0;4157300;3345100;3050800;3758200;0;2675800;4413500;6213700;0;8387400;5202200;5063600;0;0;0;5740900;5082600;5381000;0;0;0;0;0;4626500;0;0;3410400;0;0;0;0;0;0
P24592;IGFBP6;Insulin-like growth factor-binding protein 6;5;5;5;5;5;4;5;5;3;5;5;5;5;4;5;3;5;4;5;4;4;6;3;5;5;5;6;5;5;5;4;6;5;5;4;5;165160000;177110000;179910000;154840000;124910000;92249000;167920000;163500000;178910000;209800000;157090000;136050000;171790000;174950000;155570000;166430000;138710000;162660000;149360000;129230000;135040000;145110000;157620000;137300000;250990000;176180000;251170000;210840000;178300000;169270000;194620000;228160000;208610000;213850000;211010000;176220000
P24593;IGFBP5;Insulin-like growth factor-binding protein 5;1;1;0;1;2;1;1;0;2;1;1;0;1;1;1;2;2;1;1;2;1;2;1;2;1;2;1;1;1;2;2;2;1;2;1;2;3543400;0;0;4781500;6694000;0;5794900;0;5173600;0;0;0;6064300;4028900;4298700;3482900;3277600;0;4403800;4148800;4976200;4596900;5659900;4793300;0;0;4910400;0;0;5531500;6501500;5070900;4202700;4199000;0;0
P25311;AZGP1;Zinc-alpha-2-glycoprotein;14;13;10;13;10;11;10;11;12;12;13;12;11;11;11;12;14;13;11;10;9;13;13;12;13;14;13;13;9;12;11;14;11;13;12;14;527370000;471510000;449200000;373550000;293850000;358200000;368430000;385490000;375730000;398000000;410200000;437870000;332990000;323200000;328220000;546300000;532560000;517770000;323380000;351140000;316820000;476730000;459490000;543450000;612620000;594260000;544920000;399610000;371150000;353380000;659530000;678500000;625370000;558860000;531830000;594400000
P25774;CTSS;Cathepsin S;2;2;0;2;2;2;3;3;1;3;2;3;2;2;2;2;2;2;3;3;3;1;1;1;2;2;2;2;3;2;2;1;2;2;1;2;3939200;3500600;0;3595100;3673000;2885700;3171700;4610000;0;5573700;3872000;4262500;4705600;5325100;4370500;3102900;3939600;3444800;5833300;5891800;5445600;0;0;0;4685400;4276400;4280000;4251400;5173800;5152900;3537400;0;2947700;3386600;0;4277400
P26038;MSN;Moesin;0;0;0;0;0;1;2;1;1;0;0;0;0;0;0;0;0;0;2;2;3;0;1;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;1035800;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
P26927;MST1;Hepatocyte growth factor-like protein;1;1;0;1;0;0;1;0;0;1;0;0;0;0;0;2;3;0;0;0;0;1;0;1;2;3;0;0;0;0;1;2;3;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2340600;0;0;0;0;0;0;0;0;2777500;0;0;0;0;0;0;2594500;0;0;2778200
P26992;CNTFR;Ciliary neurotrophic factor receptor subunit alpha;3;3;4;3;3;4;2;1;2;4;4;3;4;4;3;3;2;4;3;3;3;3;4;3;2;2;2;4;2;3;3;1;3;2;3;2;7459600;7424000;7527400;12541000;10969000;22708000;8897000;0;6857300;11790000;9739900;12519000;10813000;11232000;9950800;8701100;10164000;7976400;9787700;9199200;9395600;6553100;7643100;8411100;4814100;6446900;6149500;8838000;8891000;8254900;7811600;0;8096800;7915000;6977800;6448400
P27169;PON1;Serum paraoxonase/arylesterase 1;4;5;4;3;2;1;4;4;4;2;3;2;4;5;4;6;4;6;3;4;4;6;6;4;6;6;6;4;2;3;4;4;4;5;6;6;26407000;22119000;25709000;16566000;16360000;0;24567000;26171000;26922000;10762000;12423000;18516000;21304000;23180000;23842000;53215000;35632000;38898000;25726000;23512000;18851000;44127000;40987000;49289000;41316000;41743000;40400000;10364000;7509500;9211800;31635000;32715000;30736000;35435000;34395000;41753000
P27797;CALR;Calreticulin;6;7;6;7;6;6;7;5;5;7;7;6;7;4;6;6;8;6;7;5;6;5;7;6;4;8;6;6;7;7;7;7;6;5;6;8;44990000;34400000;39239000;50087000;38895000;41827000;43799000;49583000;37108000;47512000;43646000;53586000;51960000;52182000;47159000;34257000;39722000;33145000;47686000;45571000;46408000;31349000;33534000;41952000;29221000;35605000;31354000;37622000;45268000;36246000;41626000;38924000;36842000;33413000;26009000;35613000
P29279;CTGF;Connective tissue growth factor;0;1;0;0;0;0;0;0;1;1;1;0;2;1;0;0;0;0;0;1;1;1;1;0;0;0;1;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3481900;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
P29622;SERPINA4;Kallistatin;6;9;7;6;7;4;6;6;6;6;5;4;8;7;6;10;9;11;5;7;5;9;10;6;8;8;8;8;4;8;10;10;10;9;10;8;55789000;54408000;53798000;33081000;33097000;27117000;40734000;31809000;36801000;22808000;29886000;30655000;40776000;41713000;45659000;55863000;49895000;48660000;31586000;32385000;34463000;68687000;57338000;49603000;57068000;50942000;69541000;36381000;33206000;32936000;62718000;59088000;55914000;67684000;49269000;50954000
P29762;CRABP1;Cellular retinoic acid-binding protein 1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2691300;0;0;0;0;0;0
P30086;PEBP1;Phosphatidylethanolamine-binding protein 1;5;6;5;4;4;4;5;4;5;6;5;5;6;6;6;5;5;5;6;6;5;5;5;4;5;5;4;4;5;6;5;5;5;5;3;5;65103000;65088000;70147000;101790000;100870000;84102000;92383000;109240000;88882000;110930000;102710000;119980000;114320000;132990000;118510000;85508000;83682000;75983000;105680000;110370000;99749000;93205000;76523000;91511000;69636000;87966000;82480000;93039000;108620000;94797000;107820000;96429000;85112000;73683000;58232000;87986000
P30101;PDIA3;Protein disulfide-isomerase A3;0;0;0;0;0;1;1;0;1;2;1;1;1;0;1;0;0;0;2;1;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;839630;0;0;0;0;0;0;0;0;848250;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
P30530;AXL;Tyrosine-protein kinase receptor UFO;2;1;2;1;2;1;1;1;1;3;2;2;3;2;1;1;1;2;1;2;1;1;2;1;2;1;2;3;2;3;1;1;1;2;2;1;8632600;0;6040800;0;7561600;0;0;0;0;11929000;9218400;7094100;9045800;8360900;0;0;0;6817500;0;8823200;0;0;4395100;0;7870700;0;8379900;6369100;11402000;8828600;0;0;0;6877400;7963600;0
P31150;GDI1;Rab GDP dissociation inhibitor alpha;1;2;1;5;3;5;4;1;5;5;5;5;6;5;3;2;2;3;7;4;6;2;2;2;1;3;2;5;4;4;3;3;2;1;1;3;0;2987900;0;3979200;3988200;4270900;4106700;0;3918900;4700300;4398400;4794800;5379400;4698900;4307300;3273600;3865100;3441800;4891300;5212500;6006100;3359000;2542900;3870800;0;4015600;2720400;4167500;3689100;4029200;3821100;5059800;3272300;0;0;4016600
P32004;L1CAM;Neural cell adhesion molecule L1;2;5;1;7;5;6;5;2;3;7;6;6;5;4;3;1;3;1;6;6;5;5;2;3;1;2;2;4;4;3;1;1;0;0;0;2;7883900;8053200;0;16011000;13903000;15804000;9483200;8265300;7515100;17632000;15734000;14183000;9929900;9610500;10438000;0;7270800;0;10156000;10913000;10791000;10264000;0;8893100;0;0;4556800;7864800;9957400;8392600;0;0;0;0;0;0
P32119;PRDX2;Peroxiredoxin-2;1;2;1;2;2;1;1;1;2;4;2;1;3;2;2;1;1;2;2;3;3;1;2;1;1;1;1;2;2;2;1;1;1;1;2;1;7640900;6163400;0;9655800;4460800;15669000;9092200;5598200;6534600;10859000;11775000;12146000;11658000;7703600;6772700;7756100;6793900;7802800;9127800;9901400;14014000;8159600;5564300;7458700;5905800;4916700;3404700;6904800;6510600;8462400;6242700;6789400;7017900;5861600;6139200;4917800
P33908;MAN1A1;Mannosyl-oligosaccharide 1,2-alpha-mannosidase IA;2;4;2;4;4;3;4;1;4;4;6;4;3;3;3;1;1;4;3;3;2;2;1;2;4;2;2;2;2;2;4;3;3;1;2;2;6001000;6169000;6921200;6565700;5888200;8443400;7388000;0;6531700;7146800;8362200;7154900;7952300;0;6640500;0;0;6615200;6517600;7128400;7151700;7624900;0;5789200;4975400;6191500;5517800;5430300;8045300;6024800;7812100;6900300;6558500;0;7102200;6193000
P34096;RNASE4;Ribonuclease 4;2;2;3;2;2;2;3;3;3;2;3;3;3;3;2;1;1;1;2;3;3;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;14548000;10701000;13072000;12214000;9525200;8157200;15616000;18298000;13500000;20238000;12783000;12014000;16410000;14896000;17998000;0;0;0;14670000;12177000;8510100;12685000;13061000;17147000;17371000;10762000;11646000;14382000;12163000;14445000;13494000;18278000;12357000;14112000;0;10765000
P34931;HSPA1L;Heat shock 70 kDa protein 1-like;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;0;1;1;0;1;0;0;0;0;0;1;1;1;0;1;0;1;1;1;1;1;1017200000;0;0;0;0;0;0;1111600000;0;0;846400000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;902000000;0;0;1070900000;0;0;0
P35052;GPC1;Glypican-1;1;1;1;5;2;4;1;1;1;4;4;6;3;1;2;3;2;1;3;3;4;1;1;1;2;2;1;2;3;2;0;1;0;2;2;2;0;0;0;12424000;8048700;7874000;0;0;0;11888000;15389000;15544000;6383500;0;6048700;5879000;6001700;0;8786000;7609500;7620600;0;0;0;5170900;7757000;0;5725500;7470500;6782800;0;0;0;0;5148900;7758400
P35443;THBS4;Thrombospondin-4;1;1;1;4;4;3;3;2;2;5;4;3;2;2;1;1;1;1;1;2;3;2;1;2;2;2;3;1;1;1;1;1;2;0;1;2;5188900;22343000;26734000;24991000;16333000;12679000;7694600;12286000;25281000;19829000;8214000;15039000;21406000;19485000;0;15600000;0;26715000;29081000;22070000;19153000;16182000;0;15253000;0;17474000;16398000;0;0;0;12737000;0;17745000;0;22614000;17478000
P35555;FBN1;Fibrillin-1;1;2;0;3;2;0;2;2;3;4;4;0;1;3;1;1;0;1;1;0;1;3;2;1;2;1;3;3;1;0;0;1;2;0;0;1;0;0;0;2117800;1896800;0;0;0;1930900;2576500;2211500;0;0;2303800;0;0;0;0;0;0;0;0;0;0;2227900;0;2229500;2119800;0;0;0;0;1943200;0;0;0
P35613;BSG;Basigin;0;1;0;2;2;1;1;0;1;2;1;1;2;2;1;0;1;0;2;2;1;1;1;0;0;0;0;1;1;2;2;0;1;0;0;0;0;0;0;1679900;2635400;0;0;0;0;2598100;0;0;3425600;2369000;0;0;0;0;1956800;2088900;0;0;0;0;0;0;0;0;0;1653100;2284600;0;0;0;0;0
P35858;IGFALS;Insulin-like growth factor-binding protein complex acid labile subunit;5;2;1;4;2;5;4;3;4;2;4;3;7;4;5;2;5;3;6;8;6;10;9;5;5;4;5;7;3;4;6;6;7;5;4;4;7348400;5215800;0;7822100;5389700;10183000;7662100;7832900;9803900;4477900;5081700;6614700;6359000;6061000;6934100;5952900;5633400;6997500;4839300;6382100;6282000;15132000;13153000;8674800;9103600;7679500;9146900;6324400;6015900;6084700;10732000;9397600;9405600;7625000;8472000;7681300
P35908;KRT2;Keratin, type II cytoskeletal 2 epidermal;1;2;1;1;2;1;1;2;13;1;2;1;1;0;2;0;2;1;1;1;1;3;0;1;0;1;1;6;3;2;1;1;0;2;1;1;0;13589000;22619000;1348900;3528200;8707300;4225600;17980000;221300000;5771200;7185800;4469600;6900200;0;7042700;0;1352000;1535000;5122800;6023600;1254800;10319000;0;1207900;0;3613300;1375500;21655000;14528000;3366200;2388800;1739500;0;7248100;4759100;3614200
P36222;CHI3L1;Chitinase-3-like protein 1;14;14;12;12;12;12;12;9;14;13;14;11;16;16;13;14;12;13;15;15;14;10;14;9;13;12;13;12;11;13;13;12;13;13;14;12;295310000;184450000;153850000;136900000;130970000;139660000;136780000;150140000;158070000;143290000;123930000;150090000;128720000;173700000;157220000;153610000;166460000;154260000;168880000;187060000;185120000;122410000;109910000;119080000;110900000;136210000;135340000;132770000;165270000;127230000;147320000;147850000;135770000;137790000;125280000;136250000
P36955;SERPINF1;Pigment epithelium-derived factor;7;8;9;7;7;9;8;6;8;8;7;7;9;9;9;8;8;8;8;8;8;7;9;8;9;9;7;9;7;9;8;8;9;9;9;9;1664000000;1275600000;1324100000;1527600000;1745200000;1190400000;1694600000;1984000000;1459100000;1577000000;1462000000;1689800000;1169300000;1309700000;1152600000;1214200000;1545200000;1190200000;1410500000;1494800000;1408800000;1480500000;1340100000;1750800000;1598300000;1655700000;1490900000;1353800000;1682000000;1459500000;1334200000;1373200000;1136400000;1013600000;907080000;1656000000
P39060;COL18A1;Collagen alpha-1(XVIII) chain;3;5;4;3;3;4;4;3;5;6;3;5;4;2;4;4;5;6;4;3;4;3;3;3;5;5;3;5;3;4;2;4;4;2;4;5;22868000;20053000;19169000;16190000;13816000;16784000;24804000;24321000;23018000;25350000;23844000;20962000;23266000;27318000;23602000;19742000;19352000;18063000;19680000;16643000;15388000;19027000;15696000;16540000;20225000;19741000;18366000;25972000;25010000;21713000;24262000;20973000;22174000;18225000;19457000;19745000
P40189;IL6ST;Interleukin-6 receptor subunit beta;5;6;4;11;7;7;7;6;4;8;7;6;7;8;7;6;4;7;9;6;8;6;7;5;5;6;5;6;5;8;4;4;5;6;6;6;17806000;23112000;21733000;28352000;25695000;27587000;25446000;22470000;21266000;37400000;32536000;35161000;26390000;27853000;26463000;21008000;17118000;19733000;25219000;28790000;30658000;20132000;18616000;17745000;19472000;19657000;15946000;24803000;24437000;23648000;19383000;19461000;15952000;18489000;13340000;19662000
P40925;MDH1;Malate dehydrogenase, cytoplasmic;1;1;0;1;2;1;0;2;0;2;3;1;2;1;0;1;2;3;2;2;1;1;1;0;0;1;1;2;2;1;1;1;1;1;1;1;0;0;0;0;13562000;0;0;12041000;0;15633000;14832000;0;12001000;0;0;0;8344200;7696600;11705000;11412000;0;0;0;0;0;0;0;7364000;0;0;0;0;0;0;0;0
P41222;PTGDS;Prostaglandin-H2 D-isomerase;5;5;9;5;5;5;5;5;5;6;5;5;6;6;6;5;5;5;5;6;5;5;6;5;5;5;5;5;5;5;5;5;5;5;5;5;7388900000;11219000000;8389400000;7197700000;6617000000;16472000000;10465000000;6092600000;8235000000;8894600000;8980400000;9001200000;10936000000;9709900000;9746900000;7616200000;9295700000;8497800000;9002100000;9701800000;8835000000;8369100000;9142600000;8602000000;8942600000;9332600000;7777900000;8399100000;8053900000;7446500000;9375600000;9077400000;8979700000;7496600000;6469400000;9334800000
P42785;PRCP;Lysosomal Pro-X carboxypeptidase;3;4;3;3;2;4;3;3;2;4;3;3;3;3;3;3;3;2;3;3;4;3;2;3;3;4;2;3;3;3;3;3;2;3;3;4;16963000;12831000;12125000;20836000;15757000;14491000;13306000;16987000;10944000;18536000;16055000;17465000;10314000;9482100;10879000;12417000;12286000;9991200;20255000;18596000;19975000;10336000;9126200;11020000;14492000;16224000;12964000;15482000;16342000;14111000;10454000;9477700;7819200;13029000;9406900;16228000
P43121;MCAM;Cell surface glycoprotein MUC18;7;8;5;9;7;8;7;5;6;8;9;8;12;10;9;7;7;8;7;10;8;9;10;7;7;7;7;8;9;9;8;6;7;6;6;7;44869000;33318000;37026000;69939000;67522000;68901000;42456000;52078000;46623000;67852000;62828000;69445000;59627000;64512000;63071000;47115000;44481000;39149000;47313000;48363000;48217000;52007000;43755000;52693000;27181000;32257000;39438000;50344000;60628000;49298000;43727000;41427000;34585000;36422000;32342000;32264000
P43146;DCC;Netrin receptor DCC;0;1;0;3;2;3;0;0;0;5;8;3;5;1;1;0;0;0;4;4;5;0;0;0;1;1;0;1;0;1;1;0;0;0;0;1;0;0;0;5419900;5210200;5020700;0;0;0;6272500;6190900;6461600;4885100;0;0;0;0;0;7152200;5524800;6544100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
P43251;BTD;Biotinidase;1;4;2;3;5;4;2;2;2;6;3;5;3;3;3;4;2;4;3;4;4;4;3;3;3;4;2;4;3;5;4;3;2;3;2;4;18410000;18383000;16729000;20574000;21662000;25519000;10765000;8078300;8441600;23730000;21851000;24178000;17043000;16052000;14928000;15888000;19744000;19742000;20370000;18767000;21310000;16752000;16178000;15458000;16919000;21817000;14546000;16511000;17094000;15188000;13823000;15771000;18576000;14632000;11190000;21822000
P43652;AFM;Afamin;16;15;14;11;11;13;14;12;16;11;10;9;12;11;12;15;16;14;12;13;11;15;14;13;14;11;13;13;14;13;14;14;14;15;16;11;325410000;333220000;325270000;219870000;214600000;190050000;233220000;211350000;301470000;111150000;138420000;140500000;131090000;152430000;173750000;351200000;283030000;294770000;162140000;189050000;184270000;273870000;278500000;259920000;191020000;173400000;219640000;214190000;255200000;222730000;312270000;283240000;276190000;542160000;434490000;173440000
P45877;PPIC;Peptidyl-prolyl cis-trans isomerase C;2;2;2;2;0;1;2;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2956400;2244400;0;2148800;0;0;3637200;0;2938600;2821300;2680400;0;2577600;3433300;3013000;2951400;2234200;2247100;2831800;2621600;2914000;2738700;2050800;2871100;2641400;4600300;2754700;2189800;2942000;2498000;3058900;1918600;2451800;2568300;2862300;4601400
P47972;NPTX2;Neuronal pentraxin-2;0;1;0;2;2;1;0;0;0;4;2;1;2;0;0;0;1;0;2;0;2;1;1;0;0;1;0;1;1;0;0;0;0;0;0;1;0;0;0;7286100;7806500;0;0;0;0;6001700;5871400;0;4684400;0;0;0;5707700;0;4816800;0;4151500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
P48058;GRIA4;Glutamate receptor 4;0;1;0;2;2;3;0;1;0;2;4;3;1;0;0;0;0;0;0;1;0;0;0;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;15116000;13254000;12321000;0;0;0;0;15560000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
P48740;MASP1;Mannan-binding lectin serine protease 1;0;1;1;1;3;1;1;1;1;3;2;1;1;1;1;0;0;1;1;1;1;1;0;1;0;1;1;1;1;1;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;7845400;6604800;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
P48745;NOV;Protein NOV homolog;4;4;2;4;4;5;3;5;3;5;5;5;4;4;4;2;3;3;7;3;4;4;4;3;2;2;2;4;3;4;3;3;4;1;1;2;17667000;11368000;9897400;14740000;20111000;13385000;14381000;17409000;10938000;21069000;21467000;27625000;25652000;22329000;19685000;10696000;13586000;10797000;17619000;19980000;21955000;16165000;10366000;17813000;7609900;9444100;9078600;14060000;23841000;20054000;19755000;11395000;16095000;0;0;9446000
P49641;MAN2A2;Alpha-mannosidase 2x;3;6;3;8;5;5;1;0;1;8;6;5;7;5;4;0;1;1;6;8;6;4;4;3;2;2;2;2;3;2;0;3;1;0;1;2;7958400;7653100;9018600;13285000;11107000;9827900;0;0;0;11729000;13965000;13278000;14630000;11235000;10434000;0;0;0;9939300;6937200;12686000;8000200;7105100;8524800;4152100;4623200;6078200;5299900;6930100;7373600;0;0;0;0;0;4624300
P49747;COMP;Cartilage oligomeric matrix protein;0;0;0;2;2;4;2;1;2;0;0;0;3;2;2;0;2;1;2;0;0;0;1;0;0;1;1;1;1;0;0;1;1;0;0;1;0;0;0;3290800;2532300;3197400;3113400;0;2953200;0;0;0;2477700;2425700;2805200;0;3263900;0;1753700;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
