Protein IDs;Gene name;Protein name;Unique peptides K1.1;Unique peptides K1.2;Unique peptides K1.3;Unique peptides K2.1;Unique peptides K2.2;Unique peptides K2.3;Unique peptides K5.1;Unique peptides K5.2;Unique peptides K5.3;Unique peptides K8.1;Unique peptides K8.2;Unique peptides K8.3;Unique peptides K13.1;Unique peptides K13.2;Unique peptides K13.3;Unique peptides K14.1;Unique peptides K14.2;Unique peptides K14.3;Unique peptides K26.1;Unique peptides K26.2;Unique peptides K26.3;Unique peptides K33.1;Unique peptides K33.2;Unique peptides K33.3;Unique peptides K36.1;Unique peptides K36.2;Unique peptides K36.3;Unique peptides K38.1;Unique peptides K38.2;Unique peptides K38.3;Unique peptides K39.1;Unique peptides K39.2;Unique peptides K39.3;Unique peptides K40.1;Unique peptides K40.2;Unique peptides K40.3;LFQ intensity K1.1;LFQ intensity K1.2;LFQ intensity K1.3;LFQ intensity K2.1;LFQ intensity K2.2;LFQ intensity K2.3;LFQ intensity K5.1;LFQ intensity K5.2;LFQ intensity K5.3;LFQ intensity K8.1;LFQ intensity K8.2;LFQ intensity K8.3;LFQ intensity K13.1;LFQ intensity K13.2;LFQ intensity K13.3;LFQ intensity K14.1;LFQ intensity K14.2;LFQ intensity K14.3;LFQ intensity K26.1;LFQ intensity K26.2;LFQ intensity K26.3;LFQ intensity K33.1;LFQ intensity K33.2;LFQ intensity K33.3;LFQ intensity K36.1;LFQ intensity K36.2;LFQ intensity K36.3;LFQ intensity K38.1;LFQ intensity K38.2;LFQ intensity K38.3;LFQ intensity K39.1;LFQ intensity K39.2;LFQ intensity K39.3;LFQ intensity K40.1;LFQ intensity K40.2;LFQ intensity 40.3
Q96PX8;SLITRK1;SLIT and NTRK-like protein 1;2;2;3;4;4;4;3;3;2;5;4;3;5;4;5;0;1;3;4;4;3;1;2;2;1;4;1;3;4;5;3;2;2;2;0;4;9306300;8860700;17918000;14914000;14830000;10436000;11142000;12255000;9083500;17434000;17783000;15826000;17598000;17397000;17128000;0;0;10216000;10967000;19592000;10820000;0;10427000;8301500;9588600;12679000;0;9116900;13482000;12870000;12001000;12932000;12219000;7554900;0;12682000
Q96S96;PEBP4;Phosphatidylethanolamine-binding protein 4;5;6;5;3;4;4;5;3;4;5;5;4;5;4;5;4;3;3;4;4;3;5;5;4;5;4;5;5;4;5;4;4;3;4;4;4;56214000;66470000;59551000;35553000;32394000;31641000;37849000;41943000;51967000;64729000;46228000;34001000;60470000;62531000;50607000;34454000;30328000;29584000;33752000;39058000;37221000;53521000;59469000;62097000;45968000;47439000;47921000;50447000;50800000;48675000;59220000;58559000;50866000;54412000;52367000;47450000
Q99435;NELL2;Protein kinase C-binding protein NELL2;14;14;14;17;18;17;14;14;13;17;16;16;16;18;15;13;14;13;16;15;17;12;15;14;13;14;14;18;16;14;13;14;14;14;13;14;319040000;305130000;302760000;493230000;426290000;385470000;279460000;284220000;271480000;576940000;460880000;501380000;460080000;448100000;400540000;215440000;204660000;199680000;414640000;452820000;435620000;288340000;238850000;280640000;225470000;277450000;259090000;336010000;381410000;310550000;285500000;274020000;262080000;195460000;164700000;277520000
Q99497;PARK7;Protein deglycase DJ-1;3;3;1;4;2;2;3;1;4;3;4;2;4;3;3;3;3;3;4;4;3;3;3;2;2;3;2;3;2;4;1;3;3;2;2;3;7695000;8108500;0;6796300;7398900;10686000;7716600;0;7090900;10170000;9280200;9504700;11361000;8251300;8569400;7869400;6494700;6638800;11587000;7926400;9915700;8494400;6883000;6074500;6668200;5970300;5345500;8619400;10091000;8705100;0;7007400;8515800;7013500;6321900;5971700
Q99523;SORT1;Sortilin;0;0;0;3;2;2;1;0;1;3;2;4;1;1;2;0;0;0;2;1;2;0;0;0;1;2;2;2;1;1;1;0;0;0;0;2;0;0;0;3923200;3271600;4422300;0;0;0;3822700;5143200;3135800;0;0;0;0;0;0;0;0;0;0;0;0;0;3043400;0;1883900;0;0;0;0;0;0;0;3044200
Q99574;SERPINI1;Neuroserpin;4;5;5;5;4;5;5;4;4;6;5;5;7;4;5;4;3;2;4;6;6;5;5;6;4;5;4;6;4;5;5;3;3;4;3;5;17472000;25247000;22744000;45818000;41017000;25412000;22547000;27279000;20204000;53553000;41012000;43034000;29108000;30187000;23984000;16597000;20578000;16149000;38368000;35911000;38698000;23143000;21436000;20023000;19523000;26113000;27924000;23808000;30359000;26691000;21198000;19081000;14924000;16598000;14682000;26119000
Q99674;CGREF1;Cell growth regulator with EF hand domain protein 1;1;1;2;3;2;4;1;1;1;4;2;2;4;1;1;1;1;2;1;1;1;1;2;1;1;1;1;3;1;2;2;1;1;1;1;1;0;0;12856000;11654000;13941000;12574000;0;0;0;14285000;11880000;12441000;13612000;0;0;0;0;8855600;0;0;0;0;8528800;0;0;0;0;12281000;0;9328600;10255000;0;0;0;0;0
Q99969;RARRES2;Retinoic acid receptor responder protein 2;3;3;3;3;2;3;3;2;3;3;2;2;3;3;3;3;3;3;3;3;3;3;3;3;3;4;3;3;3;3;3;3;3;3;3;4;32784000;39161000;27825000;29099000;27696000;20715000;36667000;24255000;30397000;28713000;33050000;20958000;30205000;26104000;30751000;28483000;20472000;23575000;22600000;24569000;28282000;29163000;32713000;23912000;47081000;26665000;51917000;32946000;23231000;32858000;20958000;26490000;34176000;32291000;30447000;26671000
Q99983;OMD;Osteomodulin;1;3;2;1;1;2;2;1;3;4;3;2;2;1;1;1;1;2;2;2;2;1;4;1;3;2;2;3;1;2;2;2;1;2;2;2;0;9025100;6213700;0;0;19742000;9980800;0;9623000;11515000;16015000;9478400;8926000;0;0;0;0;9216600;7515200;11771000;11475000;0;8303600;0;11673000;20591000;12164000;10324000;10861000;11442000;8447400;7152900;0;10468000;8465600;20596000
Q9BQ16;SPOCK3;Testican-3;2;2;3;4;2;1;1;1;1;4;4;3;4;4;2;2;1;1;2;2;3;2;2;1;2;1;1;3;1;2;1;1;1;1;1;1;8158500;9981300;8832400;11697000;11119000;0;0;0;0;12767000;8683800;11395000;13924000;13311000;10207000;7805000;0;0;9309500;10763000;12227000;9329200;8365200;0;8978900;0;0;11310000;0;13116000;0;0;0;0;0;0
Q9BQT9;CLSTN3;Calsyntenin-3;2;2;1;4;5;2;2;2;2;4;3;4;5;4;3;1;2;2;3;2;2;3;2;1;2;2;2;3;2;2;1;1;2;2;2;2;8553900;7841000;0;14684000;12320000;7451100;8276000;5979000;7780600;10317000;6742400;6144400;12220000;8289200;9607800;0;7850600;7823800;9236400;9771900;6916000;8209200;7002900;0;6982500;6435900;7995700;10200000;8208900;6608000;0;0;7298400;5697900;2632900;6437400
Q9BRK3;MXRA8;Matrix-remodeling-associated protein 8;0;2;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;567130;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q9BRK5;SDF4;45 kDa calcium-binding protein;2;2;2;2;1;2;3;3;2;3;2;3;3;3;3;2;3;1;2;2;3;2;3;2;2;2;2;3;3;4;2;3;2;2;2;2;8562900;8082100;7527500;9360500;0;6396400;10216000;10971000;9524300;11117000;9595500;9790800;10570000;7561500;8073400;5360200;6957600;0;8948600;8545600;11153000;8760400;8026900;8613900;7720300;8858500;7496200;11219000;9977300;10655000;6172700;7406500;7177500;6539600;6422900;8860600
Q9BTY2;FUCA2;Plasma alpha-L-fucosidase;2;2;2;0;2;0;0;1;0;2;1;2;0;0;0;2;2;1;1;1;1;1;0;1;0;2;1;2;3;1;2;0;0;3;3;2;2835100;2911400;3741100;0;1741300;0;0;0;0;3013800;0;2580800;0;0;0;3113800;2578100;0;0;0;0;0;0;0;0;2138400;0;2868200;4038200;0;2415000;0;0;2842700;3708500;2138900
Q9BU40;CHRDL1;Chordin-like protein 1;3;1;2;3;3;2;3;2;2;3;3;2;3;2;3;2;3;3;3;3;2;3;2;2;2;2;2;3;2;3;2;2;2;2;1;2;5534500;0;4493300;8035800;9986700;5724100;7359000;8383000;6772500;6937500;10267000;5949000;8571700;8512400;8681000;4041900;6165400;4887400;8017000;6441300;7103100;5812700;5100600;7976400;5966600;6837000;8132000;8757200;7106600;6960200;5096200;5883500;5257700;5070200;0;6838600
Q9BX67;JAM3;Junctional adhesion molecule C;1;0;1;1;1;1;1;1;0;3;1;1;2;1;1;1;1;1;2;1;1;1;0;1;0;1;1;0;1;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;3761600;0;0;3284900;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q9BY67;CADM1;Cell adhesion molecule 1;4;3;3;4;4;4;4;3;4;6;3;3;6;5;5;3;5;3;4;3;2;4;3;3;2;4;3;3;4;4;3;4;3;3;2;4;17029000;25058000;24133000;33566000;24551000;48639000;38342000;28574000;24317000;37740000;34966000;38213000;37867000;40507000;34687000;24166000;27276000;24853000;28284000;30572000;33150000;25909000;24701000;25499000;17074000;26976000;19368000;28557000;23473000;27672000;29845000;26778000;20152000;18201000;16187000;26982000
Q9BYH1;SEZ6L;Seizure 6-like protein;1;3;1;3;3;3;3;1;2;3;2;2;4;4;3;3;1;3;3;4;2;3;4;2;2;4;2;3;0;2;2;2;3;0;0;4;0;12959000;0;17829000;0;23563000;9878200;0;11355000;17834000;16076000;13207000;18146000;13101000;12662000;6066600;0;10902000;10643000;12942000;13147000;9814400;9164600;8640700;8072600;10793000;6134100;9214000;0;9018100;8161900;9980500;6779500;0;0;10795000
Q9BZR6;RTN4R;Reticulon-4 receptor;5;5;3;6;6;6;6;3;2;7;6;6;5;5;4;5;5;5;6;6;5;4;4;3;3;4;5;6;6;5;1;3;1;5;3;4;17079000;14933000;14494000;31018000;29962000;22841000;18979000;17829000;11279000;34777000;28825000;32302000;15455000;15975000;14459000;20623000;20162000;18797000;22544000;21416000;20649000;12950000;13084000;14751000;9644800;12061000;13686000;23150000;30079000;22902000;0;9466700;0;12475000;11106000;12063000
Q9C0A0;CNTNAP4;Contactin-associated protein-like 4;5;6;5;9;9;9;6;1;4;13;9;8;8;9;7;4;5;5;8;10;8;3;3;3;5;6;6;7;7;9;2;4;2;5;6;6;13919000;14564000;12838000;25556000;27319000;28290000;12059000;0;10953000;35441000;29593000;30418000;15078000;15242000;13840000;13335000;11974000;11583000;20787000;22610000;22133000;10821000;10344000;9081000;10272000;13026000;14891000;15852000;19318000;19040000;4255100;7774900;5156500;15664000;15300000;13029000
Q9H1Z8;C2orf40;Augurin;0;0;1;1;1;1;1;1;1;1;1;1;1;1;2;0;0;0;1;1;1;2;2;1;0;0;1;2;2;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3740500;0;0;0;0;0;0;1621000;1459700;0;0;0;0;2197500;4464300;0;0;0;0;0;0;0
Q9H2E6;SEMA6A;Semaphorin-6A;1;0;0;1;2;1;1;1;0;4;2;2;0;0;0;0;1;1;1;1;1;0;0;0;1;1;1;1;1;1;0;0;0;1;0;1;0;0;0;0;5978300;0;0;0;0;4776400;4578400;6332800;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q9H2X0;CHRD;Chordin;0;2;1;2;0;2;0;0;1;4;4;3;2;2;1;1;1;1;2;2;1;1;2;0;1;1;0;1;2;2;0;1;1;1;1;1;0;1690400;0;1919200;0;3153500;0;0;0;2890700;2944600;3026700;2735400;2244800;0;0;0;0;2050400;1485800;0;0;1594300;0;0;0;0;0;0;2019600;0;0;0;0;0;0
Q9H3G5;CPVL;Probable serine carboxypeptidase CPVL;0;0;0;1;1;0;2;0;2;2;1;0;1;0;0;3;0;2;5;6;6;3;1;0;2;2;2;1;1;1;1;1;1;1;1;2;0;0;0;0;0;0;4355600;0;0;0;0;0;0;0;0;4227800;0;0;8319000;7526200;9754100;3327800;0;0;4998100;5056000;5436900;0;0;0;0;0;0;0;0;5057100
Q9H8J5;MANSC1;MANSC domain-containing protein 1;0;0;0;2;2;2;0;0;1;2;0;0;4;1;1;0;0;0;0;3;0;1;0;0;0;0;0;1;1;2;0;0;0;0;0;0;0;0;0;3481400;0;4981600;0;0;0;3490600;0;0;3611600;0;0;0;0;0;0;2405200;0;0;0;0;0;0;0;0;0;2537000;0;0;0;0;0;0
Q9H8L6;MMRN2;Multimerin-2;1;1;0;2;1;0;0;0;1;3;2;2;1;0;1;0;0;0;1;0;0;2;1;1;0;0;0;3;1;0;0;0;1;0;0;0;0;0;0;9765200;0;0;0;0;0;7510500;7852900;9856800;0;0;0;0;0;0;0;0;0;8798800;0;0;0;0;0;8156600;0;0;0;0;0;0;0;0
Q9HAR2;ADGRL3;Latrophilin-3;1;2;1;7;6;6;2;1;1;8;9;4;4;4;2;2;1;2;3;4;4;1;1;1;2;2;2;4;5;3;0;0;0;1;1;2;0;0;0;12526000;14691000;12758000;6481600;0;0;16775000;15261000;11366000;5779000;5504500;3970000;5417400;0;5512500;9110500;11350000;9658600;0;0;0;6184400;5058500;5969700;6802300;7276900;8572500;0;0;0;0;0;5059700
Q9HAT2;SIAE;Sialate O-acetylesterase;3;2;1;4;4;5;3;3;2;7;6;3;3;2;4;3;4;4;5;6;3;3;4;4;3;5;4;4;4;6;2;3;2;3;3;5;8664300;5947500;0;13083000;13104000;8496900;8118100;9759500;8049300;16909000;14164000;14713000;8007900;0;5748700;9634800;9475300;7528000;12053000;11272000;9531000;7519500;8568600;8230900;10188000;10132000;9316400;11359000;13103000;12058000;6817900;5031300;5769600;9367000;7646800;10135000
Q9HBR0;SLC38A10;Putative sodium-coupled neutral amino acid transporter 10;1;0;0;1;0;0;0;0;0;1;1;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;919020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q9HC56;PCDH9;Protocadherin-9;1;1;2;2;3;2;2;1;2;4;3;4;2;2;2;1;1;0;2;2;2;1;1;1;0;2;1;2;2;2;0;0;0;2;1;2;0;0;0;6912800;7158600;4889100;2878200;0;2496500;9898500;7631100;6419000;3075900;4105100;4053100;0;0;0;4762200;4324700;4278100;0;0;0;0;0;0;3992900;3963500;4063400;0;0;0;3175000;0;0
Q9HCB6;SPON1;Spondin-1;3;3;2;5;6;5;3;2;2;6;5;4;6;5;5;2;1;3;3;3;6;2;2;3;2;2;2;4;4;4;2;2;3;4;2;2;8589600;7586300;6354600;10629000;14678000;9880400;8675700;6232200;5977100;11969000;9458800;11274000;16716000;12306000;11811000;5104900;0;5989100;11853000;8972000;14099000;5775300;4412400;6377400;4632800;7005000;6619500;10850000;10864000;9302100;4417800;6344700;7214700;8117700;4038400;7006700
Q9HCU4;CELSR2;Cadherin EGF LAG seven-pass G-type receptor 2;3;4;2;3;4;4;3;1;4;4;3;2;3;4;4;3;2;2;4;3;4;3;2;3;3;3;4;3;2;3;3;3;4;2;2;3;5625700;9415500;7848300;11139000;14349000;9091300;8252200;0;8199900;13399000;7087800;7846300;16845000;12518000;9394100;6686600;5374100;7703000;12391000;9884600;11892000;7340500;8980400;6865500;4901900;5547200;6621800;10009000;8695200;9191700;5681700;5945800;5638000;4501000;5704200;5548600
Q9HDB5;NRXN3;Neurexin-3-beta;1;2;1;2;2;2;2;2;1;2;2;1;2;2;2;1;1;2;2;1;2;1;2;2;1;1;1;2;1;2;1;1;1;1;1;1;0;0;0;2946800;3460500;2818200;1978600;2738800;0;2963900;2550700;0;2280500;2920500;2830800;0;0;1397800;1361200;0;1844400;0;1559800;2229900;0;0;0;2116300;0;2298000;0;0;0;1718600;0;0
Q9NPD7;NRN1;Neuritin;1;2;0;3;3;3;2;2;2;3;3;2;2;2;2;0;3;1;3;2;2;2;3;2;0;2;1;1;2;3;1;1;0;0;0;2;0;7483800;0;16044000;11848000;18772000;10518000;14360000;11100000;12935000;14363000;12149000;11839000;18351000;13630000;0;8256900;0;11934000;8480100;11278000;16867000;10456000;10571000;0;6587300;0;0;13749000;10161000;0;0;0;0;0;6588800
Q9NPR2;SEMA4B;Semaphorin-4B;1;1;1;2;2;1;1;1;1;2;2;2;1;2;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;8238600;6679800;0;0;0;0;6527600;9338000;6603200;0;6233000;0;0;0;0;6286900;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q9NQ79;CRTAC1;Cartilage acidic protein 1;13;12;9;14;14;15;13;11;13;17;15;13;18;17;17;11;13;12;15;15;15;12;14;12;13;14;10;16;15;16;11;13;10;10;11;14;159120000;152030000;160240000;208120000;160200000;195900000;172020000;174310000;156580000;210000000;206850000;216320000;286320000;266590000;232860000;132980000;127290000;135120000;175130000;195940000;203460000;141730000;143790000;146960000;129460000;139000000;134400000;197400000;206570000;180130000;178750000;157450000;153110000;108790000;100030000;139040000
Q9NQX4;MYO5C;Unconventional myosin-Vc;1;1;1;0;1;2;1;0;2;2;1;0;1;1;0;0;0;0;0;1;1;0;0;0;1;1;0;1;1;0;1;0;0;1;0;1;0;0;0;0;0;402000000;0;0;0;656700000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q9NQX5;NPDC1;Neural proliferation differentiation and control protein 1;1;2;2;2;2;1;2;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;1;2;2;1;2;1;2;2;2;2;2;1;2;0;12309000;9697200;2964500;17725000;0;6526900;0;8222800;13832000;8887300;5145500;16185000;12514000;7511100;6341600;0;10544000;10352000;8215700;10568000;8679300;7950600;0;4873400;4324900;0;9757000;0;5931200;6838200;8116800;4605300;5554000;0;4325900
Q9NR34;MAN1C1;Mannosyl-oligosaccharide 1,2-alpha-mannosidase IC;1;1;1;2;1;1;3;0;2;2;2;1;1;2;1;0;0;0;1;1;2;1;1;1;2;1;2;2;1;2;1;1;1;2;0;1;0;0;0;2504900;0;0;0;0;2004800;2591400;3416200;0;0;2038800;0;0;0;0;0;0;2955700;0;0;0;2103400;0;2134700;2947800;0;2361500;0;0;0;0;0;0
Q9NRN5;OLFML3;Olfactomedin-like protein 3;0;2;0;1;2;2;3;0;0;3;2;0;1;1;2;2;2;0;4;1;2;1;1;1;1;1;0;1;0;2;1;1;1;1;3;1;0;5853200;0;0;6133300;5388200;6101300;0;0;5810600;5400000;0;0;0;6192500;0;5195900;0;5383700;0;6049200;0;0;0;0;0;0;0;0;4409300;0;0;0;0;5216200;0
Q9NS85;CA10;Carbonic anhydrase-related protein 10;0;0;0;1;2;2;0;1;0;1;2;2;0;1;1;0;1;1;1;0;1;1;0;0;0;0;0;2;2;2;0;0;0;0;0;0;0;0;0;0;2457800;1821800;0;0;0;0;3024000;2916900;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1928800;0;2029500;0;0;0;0;0;0
Q9NS98;SEMA3G;Semaphorin-3G;0;0;0;2;3;2;0;0;0;4;1;2;4;0;0;2;0;2;1;1;3;0;3;0;0;0;2;1;0;0;0;0;1;0;0;0;0;0;0;0;7353300;0;0;0;0;7082500;0;5064400;5084900;0;0;5292400;0;4970700;0;0;6628000;0;5375300;0;0;0;0;0;0;0;0;0;0;0;0;0
Q9NT99;LRRC4B;Leucine-rich repeat-containing protein 4B;3;4;3;3;3;3;4;3;3;5;4;6;3;3;3;4;3;4;3;4;3;4;4;2;3;3;4;3;3;3;3;2;1;4;3;3;12048000;11931000;12149000;19106000;18945000;17276000;10425000;13093000;10032000;18545000;18571000;17937000;9670000;12563000;11375000;11405000;11683000;10320000;12661000;14547000;15668000;7423300;5831000;11656000;8153400;10093000;10834000;12248000;19114000;11290000;7461700;8276100;0;8957500;8615900;10095000
Q9NTU7;CBLN4;Cerebellin-4;0;1;0;2;1;2;1;1;1;2;2;1;3;1;1;0;0;0;2;2;2;0;0;0;0;1;1;1;2;3;0;0;0;0;0;1;0;0;0;8387800;0;6329600;0;0;0;10347000;8996800;0;5462100;0;0;0;0;0;6810900;6662800;7366800;0;0;0;0;0;0;0;5511000;3645600;0;0;0;0;0;0
Q9NX62;IMPAD1;Inositol monophosphatase 3;1;1;2;4;1;3;2;1;1;5;5;3;6;3;2;0;1;2;1;1;3;1;2;1;1;2;1;2;1;1;2;1;1;1;1;2;0;0;5995600;4965800;0;11222000;6519500;0;0;9869200;9274400;7659800;10555000;9394100;6310100;0;0;5745600;0;0;7500400;0;4802600;0;0;0;0;0;0;0;5994500;0;0;0;0;0
Q9NY47;CACNA2D2;Voltage-dependent calcium channel subunit alpha-2/delta-2;0;0;0;2;0;1;0;0;0;2;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1825000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q9NY72;SCN3B;Sodium channel subunit beta-3;1;0;1;1;1;1;1;1;1;1;2;1;1;1;1;1;0;1;1;1;1;0;0;1;1;1;1;1;1;1;1;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;2422700;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q9NYQ8;FAT2;Protocadherin Fat 2;6;4;2;16;17;19;14;10;12;13;13;8;15;15;16;13;12;12;5;4;5;13;8;6;1;5;2;18;14;15;8;7;6;9;6;5;13026000;7395700;2778800;27035000;33739000;27086000;21306000;20310000;19877000;20477000;19240000;15838000;21982000;23703000;24503000;21736000;18523000;18194000;7629900;5750900;7049800;18994000;13028000;12727000;0;5750900;1933600;21996000;21348000;21976000;14080000;11921000;9548700;14633000;12035000;5752200
Q9NYX4;CALY;Neuron-specific vesicular protein calcyon;1;1;1;1;1;1;2;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;1;1;1;0;0;0;0;0;0;5944000;0;0;0;0;0;0;4733900;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4384400;5288000;5024600;0;0;0
Q9NZ08;ERAP1;Endoplasmic reticulum aminopeptidase 1;0;0;0;1;0;1;0;0;0;3;3;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3605900;3005400;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q9NZ53;PODXL2;Podocalyxin-like protein 2;1;1;0;1;2;2;2;1;1;1;1;1;2;1;1;1;2;2;1;2;1;2;2;1;1;2;1;1;1;1;1;1;0;0;1;2;0;0;0;0;4240100;2680800;1984400;0;0;0;0;0;2569200;0;0;0;0;2391200;0;3577300;0;1958100;2015300;0;0;1620900;0;0;0;0;0;0;0;0;0;1621300
Q9NZC2;TREM2;Triggering receptor expressed on myeloid cells 2;0;2;0;0;0;0;0;0;1;0;1;1;2;1;2;1;0;0;1;1;2;1;0;0;2;0;0;1;2;2;0;1;1;0;1;0;0;3088600;0;0;0;0;0;0;0;0;0;0;5073000;0;3384200;0;0;0;0;0;3032600;0;0;0;2193600;0;0;0;1648300;2626400;0;0;0;0;0;0
Q9NZP8;C1RL;Complement C1r subcomponent-like protein;1;2;1;0;1;1;1;1;1;0;0;0;0;0;0;1;1;1;0;0;1;2;1;2;0;2;1;0;0;0;0;1;1;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2214800;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q9P0K1;ADAM22;Disintegrin and metalloproteinase domain-containing protein 22;0;0;0;0;1;3;0;0;0;2;1;1;2;2;1;1;1;1;1;3;1;1;1;0;2;1;0;1;1;1;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;4999200;0;0;0;3702400;0;0;0;0;0;2264300;0;0;0;0;3557000;0;0;0;0;0;0;0;0;0;0;0
Q9P0K9;FRRS1L;DOMON domain-containing protein FRRS1L;0;0;0;2;2;0;0;1;1;2;0;1;3;2;1;0;1;0;2;1;2;0;0;0;0;0;0;2;1;1;0;0;0;0;0;0;0;0;0;4897500;4450500;0;0;0;0;3012300;0;0;4341000;4047400;0;0;0;0;3386800;0;5065800;0;0;0;0;0;0;2991000;0;0;0;0;0;0;0;0
Q9P121;NTM;Neurotrimin;6;6;5;6;6;6;6;5;6;6;6;6;6;5;6;6;6;5;6;6;6;6;6;6;5;6;6;6;5;6;5;6;6;4;4;6;125310000;104710000;105180000;138180000;134050000;162060000;109400000;124030000;109310000;144430000;129890000;153610000;160690000;157760000;150200000;100670000;91029000;89764000;135050000;121250000;121300000;128740000;89697000;109100000;76021000;79987000;77017000;116460000;127590000;112820000;102510000;84253000;103750000;75391000;70410000;80005000
Q9P232;CNTN3;Contactin-3;0;0;0;0;1;0;0;0;0;2;1;0;2;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1205900;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q9P2S2;NRXN2;Neurexin-2;7;11;6;17;14;12;11;7;8;18;19;12;17;12;12;8;8;10;13;13;10;8;7;6;9;7;6;12;8;14;5;6;6;8;5;7;39231000;32949000;30489000;66951000;71982000;68761000;34673000;37344000;35517000;68933000;71934000;66443000;46841000;43262000;41514000;34078000;41534000;34636000;42316000;43396000;50908000;34760000;29201000;29659000;28916000;29743000;34657000;38869000;49299000;42255000;24545000;21648000;22204000;28347000;24220000;29750000
Q9UBG0;MRC2;C-type mannose receptor 2;0;1;0;0;1;0;0;0;0;2;0;0;2;2;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1262400;1572400;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q9UBP4;DKK3;Dickkopf-related protein 3;8;10;10;10;10;10;13;11;12;10;10;8;10;10;10;9;9;10;12;12;12;10;10;10;11;11;12;10;10;10;6;10;10;11;11;11;1242300000;1193200000;952720000;1553800000;1449700000;1254600000;1068500000;1098500000;986470000;1642600000;1525600000;1505600000;1421000000;1278300000;1284900000;866790000;971530000;1031200000;1274900000;1376300000;1513500000;900660000;927090000;1076800000;817810000;947750000;1032400000;1368000000;1199800000;1293000000;872630000;958030000;950920000;835100000;751560000;947970000
Q9UBQ6;EXTL2;Exostosin-like 2;1;1;1;1;1;1;1;1;1;1;2;1;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;3543600;0;4208900;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q9UBR2;CTSZ;Cathepsin Z;1;2;2;3;3;3;1;2;2;3;4;2;3;2;2;1;1;2;4;3;3;1;3;2;4;3;2;4;3;4;1;2;2;2;3;3;0;7557900;9024800;16351000;13265000;13904000;0;9799700;11279000;17339000;16595000;11420000;8798900;10446000;11520000;0;0;9844200;17346000;16377000;15906000;0;8354000;10962000;12554000;13685000;14771000;14157000;21992000;15677000;0;7429700;7115400;14039000;9604900;13688000
Q9UBX1;CTSF;Cathepsin F;2;2;1;3;3;4;3;2;3;5;4;3;4;4;2;2;1;1;4;3;5;2;2;2;3;2;4;3;2;3;1;1;1;2;3;2;6758300;3803700;0;5486200;6072200;6428000;5281200;5842300;5049300;6677800;5475000;5577200;4804400;5362000;5406600;0;0;0;5844600;5406400;6649100;2740500;4550200;3743700;4966400;4789500;4967900;5877900;4213600;5055800;0;0;0;3404900;3936900;4790600
