From	Entry
ENSP00000356737	Q5T7V8
ENSP00000358925	Q6PGN9
ENSP00000294618	Q96HP0
ENSP00000439479	F5H269
ENSP00000256443	P50613
ENSP00000365811	O75602
ENSP00000310686	A0A499FIY5
ENSP00000415030	Q8WVE6
ENSP00000263610	Q9BZE3
ENSP00000474632	Q5DJT8
ENSP00000481184	P0DMV1
ENSP00000483637	P0DMV2
ENSP00000360883	O14879
ENSP00000388620	O95936
ENSP00000480489	Q9H5P4
ENSP00000300651	Q15648
ENSP00000316244	P08908
ENSP00000362759	O60241
ENSP00000470248	O43900
ENSP00000387941	Q5TF58
ENSP00000473411	P41271
ENSP00000357080	P0DPA2
ENSP00000368119	P07902
ENSP00000298622	Q5VZ66
ENSP00000003084	P13569
ENSP00000455099	A6NKF7
ENSP00000239374	Q8IYT3
ENSP00000347433	Q8J025
ENSP00000261937	P35916
ENSP00000387911	O95453
ENSP00000311977	Q96G46
ENSP00000306080	Q9HC36
ENSP00000306772	O43679
ENSP00000363524	O95239
ENSP00000301037	A0A5H1ZRP1
ENSP00000282928	Q15915
ENSP00000309501	Q9ULI1
ENSP00000265849	P54278
ENSP00000441434	P40261
ENSP00000368007	Q5SV17
ENSP00000231484	Q9NPG4
ENSP00000299237	Q9P2F9
ENSP00000218516	P06280
ENSP00000355944	Q96IY1
ENSP00000483570	Q06187
ENSP00000263088	O14939
ENSP00000328016	Q5GJ75
ENSP00000439768	P56557
ENSP00000467958	K7EQS6
ENSP00000438040	Q7Z6B0
ENSP00000305416	P21453
ENSP00000364180	Q9Y4H4
ENSP00000413592	Q8TAC1
ENSP00000463981	J3QR06
ENSP00000385216	Q15788
ENSP00000287474	Q6ZNA5
ENSP00000265164	P55212
ENSP00000354612	P23219
ENSP00000354553	Q8WWB7
ENSP00000225823	Q16515
ENSP00000296777	Q16568
ENSP00000342235	Q15303
ENSP00000310435	Q8N1P7
ENSP00000368017	O60293
ENSP00000293851	Q8NF86
ENSP00000368880	Q12778
ENSP00000290429	Q8IVS2
ENSP00000342222	Q9Y5S1
ENSP00000478104	Q5THJ4
ENSP00000361120	Q12967
ENSP00000356518	Q9BZQ2
ENSP00000478561	Q16678
ENSP00000265081	P20585
ENSP00000311219	Q8IWR1
ENSP00000254928	O75616
ENSP00000472710	M0R2P5
ENSP00000246801	Q9UJT2
ENSP00000376807	P16444
ENSP00000378605	Q96LL9
ENSP00000263063	Q9NVV4
ENSP00000463334	A9UHW6
ENSP00000301327	Q96ES6
ENSP00000442460	Q13882
ENSP00000414237	Q9H0H0
ENSP00000302728	P08236
ENSP00000410257	H9KVD2
ENSP00000477627	A0A087WT65
ENSP00000301464	P24592
ENSP00000298351	Q9P1W3
ENSP00000313158	Q8N895
ENSP00000369871	Q7Z4H7
ENSP00000437550	O95835
ENSP00000455607	P15735
ENSP00000410294	P21802
ENSP00000389814	Q15848
ENSP00000366307	P07204
ENSP00000314946	Q9NS64
ENSP00000373301	O60239
ENSP00000325146	Q99715
ENSP00000300403	Q9ULW0
ENSP00000273588	P48728
ENSP00000357844	Q8TF71
ENSP00000367203	O15550
ENSP00000392028	Q9P2D1
ENSP00000385090	A0A499FIV7
ENSP00000357123	P41218
ENSP00000378332	O43294
ENSP00000426290	Q5VWP3
ENSP00000315011	P25101
ENSP00000256689	Q96QD8
ENSP00000398890	P28068
ENSP00000298912	Q96JQ2
ENSP00000336655	Q7RTN6
ENSP00000351706	Q14410
ENSP00000484411	O43365
ENSP00000410545	B7Z6K7
ENSP00000385995	Q6YHU6
ENSP00000259089	P51451
ENSP00000217407	P18428
ENSP00000256737	Q9BYT9
ENSP00000334553	Q13356
ENSP00000255324	Q9BXT8
ENSP00000260227	P09237
ENSP00000308944	Q14527
ENSP00000349640	Q96EZ8
ENSP00000161559	P13688
ENSP00000360938	Q9UL12
ENSP00000435509	Q8N9L1
ENSP00000009105	Q96NX5
ENSP00000477056	B3KWA1
ENSP00000255380	P20309
ENSP00000448228	Q86XZ4
ENSP00000282397	P17948
ENSP00000355827	Q9NVF7
ENSP00000358888	Q5VXT5
ENSP00000265686	Q13488
ENSP00000222823	Q9Y239
ENSP00000333938	Q0ZGT2
ENSP00000317674	O14791
ENSP00000347931	Q9H6A9
ENSP00000358165	P12314
ENSP00000356832	O00141
ENSP00000359552	Q16513
ENSP00000328405	P23743
ENSP00000311486	J3KNH0
ENSP00000261448	O14958
ENSP00000262510	Q86WI3
ENSP00000324419	Q86SS6
ENSP00000302967	O15379
ENSP00000261196	Q9NPD5
ENSP00000370669	P57103
ENSP00000372035	Q9NRM7
ENSP00000426103	Q96AX9
ENSP00000426103	E9PD12
ENSP00000433681	P42695
ENSP00000454380	Q9BQD7
ENSP00000293261	Q96AN5
ENSP00000202556	Q96KQ4
ENSP00000360577	Q86YB7
ENSP00000450444	Q86WZ0
ENSP00000364212	P32320
ENSP00000362608	P11309
ENSP00000451792	G3V4G9
ENSP00000292566	Q9NXW9
ENSP00000314480	A6NJT0
ENSP00000341658	Q9H1R2
ENSP00000166244	P29322
ENSP00000360244	Q8N0U7
ENSP00000380553	O14817
ENSP00000471252	Q8TF21
ENSP00000471683	Q8WUX1
ENSP00000321348	O60879
ENSP00000384198	Q53TQ3
ENSP00000261879	Q8WW43
ENSP00000243440	Q9NR55
ENSP00000264318	P48169
ENSP00000343200	P84550
ENSP00000392617	Q92925
ENSP00000283632	Q9H871
ENSP00000262144	Q6PJI9
ENSP00000299084	Q7Z699
ENSP00000385025	Q8TEV9
ENSP00000258229	A6NKB5
ENSP00000402661	Q53S58
ENSP00000323901	Q14332
ENSP00000363492	P43026
ENSP00000345192	Q96PB7
ENSP00000466971	Q71RG4
ENSP00000423822	Q8TED1
ENSP00000312070	Q9UN70
ENSP00000476145	P42685
ENSP00000426120	Q96HH9
ENSP00000246112	Q9H808
ENSP00000373884	A0A0X1KG73
ENSP00000282486	Q9NR56
ENSP00000366641	P22732
ENSP00000201031	Q92754
ENSP00000364163	Q99466
ENSP00000386498	P31249
ENSP00000266263	Q9UDX5
ENSP00000329995	A6NE01
ENSP00000375942	P20226
ENSP00000483547	Q9NPA3
ENSP00000005587	O75563
ENSP00000460274	Q9Y5G4
ENSP00000360530	Q6X4W1
ENSP00000349677	Q9BQ16
ENSP00000370078	P27815
ENSP00000359130	Q8NEW0
ENSP00000405423	Q9HCP6
ENSP00000349458	Q9UPZ9
ENSP00000482245	Q9UI36
ENSP00000331640	Q96B77
ENSP00000376141	Q6ZSS7
ENSP00000363976	P28067
ENSP00000338171	Q86WV1
ENSP00000334879	A6NEL2
ENSP00000256646	Q04721
ENSP00000359504	P32455
ENSP00000349689	Q9Y397
ENSP00000370697	Q86VZ1
ENSP00000385722	Q8N201
ENSP00000476948	Q8IXW5
ENSP00000282226	Q6UXP7
ENSP00000378248	J9JIF5
ENSP00000239587	Q9BWV7
ENSP00000265016	Q10588
ENSP00000375986	Q9Y6R4
ENSP00000351790	Q86TC9
ENSP00000348751	P78410
ENSP00000359424	O15111
ENSP00000429601	Q9Y5G7
ENSP00000299698	A8K2U0
ENSP00000342082	P03973
ENSP00000371994	Q9P2P1
ENSP00000263205	Q96RN5
ENSP00000359507	Q9NTM9
ENSP00000447057	Q8N5I9
ENSP00000272133	Q8TBE1
ENSP00000349874	Q86X67
ENSP00000317721	Q9P0Z9
ENSP00000242729	Q14714
ENSP00000391209	O14569
ENSP00000435582	Q5U5Z8
ENSP00000181839	Q14004
ENSP00000351490	P61244
ENSP00000314173	Q8N8I0
ENSP00000269142	Q92750
ENSP00000365255	Q9UPS8
ENSP00000262794	Q9BXT6
ENSP00000332915	Q9NWS1
ENSP00000431165	E9PMD0
ENSP00000262659	Q9NUG4
ENSP00000354451	Q86VI3
ENSP00000326407	Q8NC01
ENSP00000477587	P31213
ENSP00000325612	Q9Y2X0
ENSP00000357067	Q92806
ENSP00000331376	Q9H4I8
ENSP00000377284	P15328
ENSP00000227065	A5PLN7
ENSP00000264316	P42681
ENSP00000369436	Q6P6B7
ENSP00000362186	Q9BZA7
ENSP00000280904	Q02487
ENSP00000384881	Q2M3G0
ENSP00000228567	Q6XYQ8
ENSP00000281282	Q0VF96
ENSP00000348019	Q9NRA2
ENSP00000457230	Q9NZC7
ENSP00000338967	O43182
ENSP00000367570	Q9UIL8
ENSP00000467494	P48546
ENSP00000432412	O75143
ENSP00000382871	A2A368
ENSP00000285599	Q9Y2E5
ENSP00000425487	O15327
ENSP00000289749	P41271
ENSP00000333896	O75676
ENSP00000421377	Q9H5I5
ENSP00000196061	Q02809
ENSP00000450832	O43166
ENSP00000229955	Q9BZJ6
ENSP00000256246	Q9BXT5
ENSP00000223324	Q9BYC8
ENSP00000385357	Q569K6
ENSP00000368278	Q9NZN1
ENSP00000483549	Q8NG50
ENSP00000262305	O75154
ENSP00000457539	Q0VD83
ENSP00000301838	Q13158
ENSP00000371272	Q00G26
ENSP00000281321	Q12837
ENSP00000256447	Q99467
ENSP00000360046	Q5JVX7
ENSP00000332592	Q8N0X2
ENSP00000376384	Q86SQ6
ENSP00000386331	Q13402
ENSP00000364567	Q8NDY3
ENSP00000417569	H0Y860
ENSP00000284287	A0A286YEW5
ENSP00000337501	Q9BQI9
ENSP00000361180	Q9Y5Q8
ENSP00000164305	Q92521
ENSP00000379654	Q9Y4F3
ENSP00000420211	O15211
ENSP00000353245	Q6ZQX7
ENSP00000357922	Q9BUN1
ENSP00000475939	Q96DT5
ENSP00000351147	Q8WV16
ENSP00000317327	P57075
ENSP00000387334	Q86UT6
ENSP00000384716	Q9ULC8
ENSP00000302625	Q9Y2T1
ENSP00000218176	Q9NSA2
ENSP00000401513	Q7RTU9
ENSP00000447378	O43451
ENSP00000437468	P0CW27
ENSP00000253669	Q9BT25
ENSP00000358714	Q8N3Z0
ENSP00000394888	Q8NF50
ENSP00000367081	O00624
ENSP00000357125	Q5VVB8
ENSP00000263985	O75879
ENSP00000370430	P41247
ENSP00000219368	Q7L5A8
ENSP00000286827	Q13009
ENSP00000432481	Q9Y3Q0
ENSP00000401502	O43699
ENSP00000278937	O60487
ENSP00000359488	Q96PP8
ENSP00000361027	Q4VCS5
ENSP00000365318	Q9UBC1
ENSP00000359940	Q8N6C5
ENSP00000292408	P22455
ENSP00000466561	Q2WEN9
ENSP00000356563	P56589
ENSP00000331242	Q96MU8
ENSP00000409131	Q9NYS7
ENSP00000364579	Q5TC63
ENSP00000367276	Q8WWK9
ENSP00000272902	Q8NBK3
ENSP00000424571	P35556
ENSP00000221327	Q9UJW8
ENSP00000401678	Q8IZQ8
ENSP00000260323	Q8NB66
ENSP00000346537	Q9H3U7
ENSP00000453940	P0C221
ENSP00000334928	P23467
ENSP00000355995	P28845
ENSP00000264233	O75417
ENSP00000384999	O15460
ENSP00000368402	Q8WVF5
ENSP00000350102	Q9NXH8
ENSP00000450980	A0A024R6J8
ENSP00000466298	O60499
ENSP00000407560	E9PGQ0
ENSP00000344173	O00222
ENSP00000318298	Q96IP4
ENSP00000219315	Q8TBK2
ENSP00000266070	Q9BTC0
ENSP00000382342	P33527
ENSP00000300589	Q9HC29
ENSP00000381008	Q8WXI7
ENSP00000327246	P32241
ENSP00000376204	Q9NR48
ENSP00000319118	Q9BZM3
ENSP00000225171	Q9UKB3
ENSP00000262577	Q8IXZ2
ENSP00000289921	Q86V87
ENSP00000380690	Q6ZP65
ENSP00000346484	P20794
ENSP00000360793	Q96Q89
ENSP00000383115	Q5KU26
ENSP00000406229	Q14517
ENSP00000366563	O00329
ENSP00000264731	Q9H3D4
ENSP00000263805	Q9H2Y7
ENSP00000289547	Q9UHC9
ENSP00000363329	O15431
ENSP00000420176	Q9NR33
ENSP00000216068	O96015
ENSP00000432692	Q6UW78
ENSP00000241125	Q9Y6H8
ENSP00000397598	Q8NBH2
ENSP00000319799	Q8IZA3
ENSP00000371472	Q8N4C6
ENSP00000370555	O15488
ENSP00000460823	O75674
ENSP00000307701	P62079
ENSP00000290208	Q7Z7H8
ENSP00000373948	A5D8W1
ENSP00000441365	Q9BSK0
ENSP00000356024	P20023
ENSP00000405635	Q8N9A8
ENSP00000243346	Q13287
ENSP00000221515	Q9HD89
ENSP00000298139	Q14191
ENSP00000318716	Q8IZU0
ENSP00000303584	Q9Y5N5
ENSP00000305924	Q6NUP7
ENSP00000287097	Q6YHK3
ENSP00000448054	Q8NFH4
ENSP00000254605	O43159
ENSP00000262315	Q8WVB6
ENSP00000231188	O15303
ENSP00000368920	Q5JS37
ENSP00000293190	Q14957
ENSP00000364379	Q9Y2H8
ENSP00000332151	Q9UL01
ENSP00000369979	Q96SM3
ENSP00000439182	A0A140TA25
ENSP00000378067	Q7Z7L1
ENSP00000215912	Q96FE7
ENSP00000343617	Q8WXB4
ENSP00000257789	Q9UBD5
ENSP00000256538	Q7L8W6
ENSP00000302935	A0A8C8KBU6
ENSP00000160827	Q14807
ENSP00000424328	Q9NP92
ENSP00000363921	Q8TEW0
ENSP00000329357	P08047
ENSP00000280200	Q15762
ENSP00000321735	O95907
ENSP00000025301	Q9UKA4
ENSP00000401197	O94966
ENSP00000347322	Q6UWU4
ENSP00000265843	Q8NEV8
ENSP00000385824	O43524
ENSP00000357565	Q96AP4
ENSP00000387822	Q58F21
ENSP00000367888	O75096
ENSP00000301332	Q96AC6
ENSP00000437955	Q16665
ENSP00000267205	Q9HBH0
ENSP00000362776	Q07092
ENSP00000402152	P55017
ENSP00000419397	Q6ZMW2
ENSP00000274979	Q6IWH7
ENSP00000395708	O95398
ENSP00000306105	Q96ST8
ENSP00000332806	Q9NT22
ENSP00000296125	P49221
ENSP00000326003	Q3MIT2
ENSP00000451162	Q6ZU80
ENSP00000319883	Q9UHX3
ENSP00000386665	Q14192
ENSP00000257287	Q66GS9
ENSP00000248248	Q7L1V2
ENSP00000321334	P08519
ENSP00000301202	Q6ISS4
ENSP00000443985	Q7Z5Q1
ENSP00000328777	P52803
ENSP00000403644	P20711
ENSP00000269051	P58872
ENSP00000480474	Q14993
ENSP00000259951	P30511
ENSP00000225688	Q9Y272
ENSP00000384183	Q8WTX7
ENSP00000380023	Q9UGF7
ENSP00000385695	B5MCN3
ENSP00000359483	Q8TDW0
ENSP00000244527	Q14916
ENSP00000254436	P19474
ENSP00000346733	Q96P50
ENSP00000337122	O60765
ENSP00000377043	Q8N841
ENSP00000482285	A0A087WZ16
ENSP00000472109	Q15562
ENSP00000419502	Q8NAA5
ENSP00000393762	Q9Y6P5
ENSP00000322956	P55082
ENSP00000412763	Q5VYJ5
ENSP00000291906	Q6P5Z2
ENSP00000216177	Q7Z6Z6
ENSP00000292524	Q15048
ENSP00000344206	O75783
ENSP00000358786	Q16322
ENSP00000311579	O95271
ENSP00000368908	Q9Y693
ENSP00000358815	A8MQ27
ENSP00000255198	Q96IU2
ENSP00000415998	Q6P1K1
ENSP00000328729	O60613
ENSP00000348349	B2RTY4
ENSP00000264852	Q9NXL6
ENSP00000228606	O15528
ENSP00000355751	P35442
ENSP00000382241	Q2KHR3
ENSP00000415556	Q8TEB1
ENSP00000305926	Q8TE49
ENSP00000359132	Q9UBQ6
ENSP00000358798	Q86XJ0
ENSP00000268896	Q9UKL6
ENSP00000480316	Q96RT8
ENSP00000358802	Q03721
ENSP00000401437	O75112
ENSP00000357474	Q5SZL2
ENSP00000264741	Q13797
ENSP00000339260	Q9NSD5
ENSP00000309606	Q9H9D4
ENSP00000457466	Q3L8U1
ENSP00000343190	Q96CD2
ENSP00000317842	O00748
ENSP00000252992	Q6P2H3
ENSP00000305151	Q96N64
ENSP00000344223	Q14703
ENSP00000391692	Q8IW40
ENSP00000289361	O00481
ENSP00000261537	Q86YT6
ENSP00000267430	Q8IYD8
ENSP00000304586	Q6ZW76
ENSP00000381298	Q17RB8
ENSP00000413001	Q96MI9
ENSP00000391592	P29350
ENSP00000356840	P14859
ENSP00000368727	P47989
ENSP00000384192	Q8IV61
ENSP00000482546	O95072
ENSP00000321026	Q8IV03
ENSP00000295746	Q8TCG1
ENSP00000367137	Q9Y2C5
ENSP00000284274	Q96BN8
ENSP00000258052	O60906
ENSP00000262662	P42773
ENSP00000433757	Q9H892
ENSP00000308179	Q9UNX4
ENSP00000354458	P07357
ENSP00000480722	Q6ZVK8
ENSP00000402756	Q86WQ0
ENSP00000345972	Q5VWT5
ENSP00000323580	Q13099
ENSP00000384610	Q6ZV29
ENSP00000341905	Q86YV0
ENSP00000479256	Q7L0X0
ENSP00000286688	Q96NL8
ENSP00000323645	Q8N584
ENSP00000353770	P31350
ENSP00000424474	Q8IZD0
ENSP00000362217	Q96NX9
ENSP00000278836	Q9Y2G1
ENSP00000359956	Q9NYP7
ENSP00000378912	O75128
ENSP00000370288	Q9BVL4
ENSP00000482119	A6NCM1
ENSP00000371345	Q9BUU2
ENSP00000239938	P18146
ENSP00000370213	P51793
ENSP00000260953	Q9NRN9
ENSP00000342169	Q8N6V9
ENSP00000372221	P36952
ENSP00000269703	Q6NT55
ENSP00000365601	Q5T6J7
ENSP00000276282	Q9Y4C4
ENSP00000430620	Q9BQS7
ENSP00000319831	Q9H4E7
ENSP00000264554	P98077
ENSP00000387100	Q4KMQ1
ENSP00000257215	Q9Y4D2
ENSP00000247270	P22794
ENSP00000311679	Q8TF39
ENSP00000315997	A0A087WSV6
ENSP00000420939	P49908
ENSP00000348132	Q9BXU1
ENSP00000253697	Q8ND61
ENSP00000401721	Q504Q3
ENSP00000360200	Q8NI35
ENSP00000250535	Q16878
ENSP00000256343	Q9H7T0
ENSP00000366203	G8JLG8
ENSP00000373304	Q6PII3
ENSP00000234198	Q07687
ENSP00000365007	Q9Y2G8
ENSP00000385019	Q9P0X4
ENSP00000479850	C9J202
ENSP00000360035	O95685
ENSP00000335038	A6NLU5
ENSP00000290390	G3XAA6
ENSP00000377793	O43663
ENSP00000306497	P48050
ENSP00000354671	Q6P0Q8
ENSP00000356057	Q9P2C4
ENSP00000312671	Q8N3D4
ENSP00000428288	Q9UN71
ENSP00000254816	Q96LD4
ENSP00000411099	Q9UKI8
ENSP00000346927	Q93015
ENSP00000421489	Q53EQ6
ENSP00000297977	Q7Z353
ENSP00000406367	Q96PE1
ENSP00000392423	P78509
ENSP00000395538	O15417
ENSP00000371451	Q5F1R6
ENSP00000219070	P08253
ENSP00000482957	Q9Y4F9
ENSP00000344129	Q5T619
ENSP00000377796	Q6UX53
ENSP00000383873	A0A1C7CYW7
ENSP00000382511	O14628
ENSP00000377282	Q5T4F4
ENSP00000426387	Q8NAP3
ENSP00000369530	O15296
ENSP00000444747	Q9Y2P0
ENSP00000359497	P32456
ENSP00000385727	O15021
ENSP00000318799	Q8NFJ8
ENSP00000462099	Q8WWW0
ENSP00000287152	Q6ZMV9
ENSP00000295087	Q9Y689
ENSP00000361160	Q9H7U1
ENSP00000373539	Q8WWQ8
ENSP00000247153	P27918
ENSP00000272520	Q7Z5L3
ENSP00000296474	Q04912
ENSP00000298125	Q96P53
ENSP00000242208	P08476
ENSP00000312399	Q8NA47
ENSP00000353032	Q99571
ENSP00000365188	Q9ULL8
ENSP00000434241	Q14003
ENSP00000262219	P27216
ENSP00000348933	Q86WR0
ENSP00000311196	Q8IUM7
ENSP00000309968	P78536
ENSP00000445683	Q5JY77
ENSP00000262419	Q7Z3B3
ENSP00000345667	Q86SU0
ENSP00000378856	O00182
ENSP00000244336	P31997
ENSP00000353538	Q9C099
ENSP00000344488	Q9HDC5
ENSP00000318804	Q8IUI8
ENSP00000350036	Q8NDV3
ENSP00000221496	P03971
ENSP00000357575	Q8IYW2
ENSP00000424191	Q53HV7
ENSP00000485010	A0A087X2I7
ENSP00000324587	P78312
ENSP00000334223	Q495M3
ENSP00000270747	Q8IW93
ENSP00000360281	P07358
ENSP00000310260	Q9UL03
ENSP00000442973	O43293
ENSP00000318803	Q9HCH5
ENSP00000258428	Q9UBZ9
ENSP00000394484	Q9C098
ENSP00000379140	P48061
ENSP00000370989	Q9NZQ7
ENSP00000345282	Q8TD30
ENSP00000255082	Q96HD9
ENSP00000328551	P51157
ENSP00000222219	O00115
ENSP00000265029	Q9UGM5
ENSP00000441214	Q9P275
ENSP00000297056	Q8NCG7
ENSP00000340409	P17405
ENSP00000415027	A6NNT2
ENSP00000376335	Q7Z3F1
ENSP00000325919	Q969U7
ENSP00000436604	Q8N4A0
ENSP00000293255	Q9NP86
ENSP00000405405	Q86SQ0
ENSP00000364613	Q96LW7
ENSP00000366487	Q96KC2
ENSP00000369162	Q9BRS2
ENSP00000356696	Q9UBS9
ENSP00000368637	Q9UGH3
ENSP00000267938	Q8WVN8
ENSP00000359521	Q9H156
ENSP00000339328	Q03405
ENSP00000359788	Q5JSJ4
ENSP00000252593	Q10589
ENSP00000219406	Q13087
ENSP00000379894	Q9NPG3
ENSP00000362018	Q92674
ENSP00000367433	Q9UKB5
ENSP00000352608	P21817
ENSP00000267163	P06400
ENSP00000480378	Q7Z6M4
ENSP00000416707	Q5GH73
ENSP00000454748	Q6ZRR7
ENSP00000372445	Q9H7H0
ENSP00000362372	Q6RI45
ENSP00000354583	O75121
ENSP00000384588	Q9HBI6
ENSP00000351605	O60353
ENSP00000249504	P31277
ENSP00000229395	Q9NVK5
ENSP00000299339	P78369
ENSP00000397942	C9J4A7
ENSP00000233202	P49279
ENSP00000404833	O15533
ENSP00000404833	A0A0A0MSV9
ENSP00000355837	A6NHC0
ENSP00000324560	O75385
ENSP00000348757	A5D8V7
ENSP00000409463	Q8NDX6
ENSP00000338013	Q5T5S1
ENSP00000357199	Q96FB5
ENSP00000334037	Q5UCC4
ENSP00000403802	Q9UK96
ENSP00000264645	O15234
ENSP00000225983	Q9UQL6
ENSP00000360165	Q8TDG2
ENSP00000316845	Q9NR80
ENSP00000346206	Q03518
ENSP00000383044	Q9UHP3
ENSP00000361397	Q5VZR2
ENSP00000420295	P35913
ENSP00000382120	Q96NN9
ENSP00000262715	Q99973
ENSP00000245407	O76082
ENSP00000371661	Q8N3X6
ENSP00000464087	A0A0A0MTR7
ENSP00000366715	Q5W0B7
ENSP00000386444	P10523
ENSP00000199764	P40199
ENSP00000447852	F8VUJ3
ENSP00000356729	P31513
ENSP00000355938	Q9Y5Y0
ENSP00000380911	Q9Y592
ENSP00000295491	Q9Y3D5
ENSP00000430024	Q9Y5G6
ENSP00000365256	P51795
ENSP00000478639	A0A087WUF9
ENSP00000363435	Q14573
ENSP00000402855	Q86YW5
ENSP00000314099	Q9Y2D0
ENSP00000408205	Q99677
ENSP00000362457	Q8TD90
ENSP00000265085	Q17RY0
ENSP00000362330	Q8TD26
ENSP00000220676	P56715
ENSP00000244051	O95396
ENSP00000322323	Q8IXL6
ENSP00000370021	Q9NXG0
ENSP00000362115	P32019
ENSP00000296043	Q8TF72
ENSP00000371126	Q8IVF1
ENSP00000359410	Q8IUS5
ENSP00000351737	Q8IUX1
ENSP00000296420	Q9ULC0
ENSP00000311684	Q15772
ENSP00000337854	Q8WVB3
ENSP00000408288	Q9H7J1
ENSP00000355577	Q8IY50
ENSP00000268989	O43147
ENSP00000262547	Q9NVP4
ENSP00000323952	A0A2C9F2M5
ENSP00000236147	P14151
ENSP00000407521	B1AL46
ENSP00000283426	Q96PX9
ENSP00000372206	Q8WVE0
ENSP00000308926	Q5JR12
ENSP00000262304	P98161
ENSP00000278886	Q9Y2I6
ENSP00000243326	Q5UIP0
ENSP00000320117	Q15642
ENSP00000316335	O95363
ENSP00000268281	Q5K4E3
ENSP00000266376	Q13936
ENSP00000427555	D6RIA3
ENSP00000382140	Q9H069
ENSP00000238561	Q86TW2
ENSP00000375622	Q6GTX8
ENSP00000394623	A6NNL0
ENSP00000312634	Q96JY6
ENSP00000370889	Q8IV53
ENSP00000318486	Q15078
ENSP00000222990	Q9Y5X2
ENSP00000378254	Q32P44
ENSP00000359890	Q9NUK0
ENSP00000192788	Q6BDS2
ENSP00000295206	Q05925
ENSP00000310042	Q969S3
ENSP00000458570	Q9Y5G9
ENSP00000369399	Q8NBS3
ENSP00000387250	Q8N6Y1
ENSP00000355637	Q9NRK6
ENSP00000253107	Q9NQ55
ENSP00000399903	Q6ZS30
ENSP00000194155	Q9Y5E7
ENSP00000472305	Q9NW07
ENSP00000478258	Q9Y5G0
ENSP00000364709	P00742
ENSP00000264005	P04180
ENSP00000253262	A1L443
ENSP00000215941	Q6NXT1
ENSP00000316909	Q8NDX2
ENSP00000070846	Q99959
ENSP00000439068	P78560
ENSP00000384708	A0A1D5RMN4
ENSP00000302276	Q96MH2
ENSP00000428603	Q9Y5F9
ENSP00000409423	Q6ZV65
ENSP00000358400	Q9NU22
ENSP00000418663	Q9BWV1
ENSP00000463574	Q9NPH0
ENSP00000353332	Q9NZ71
ENSP00000271636	Q9P2M7
ENSP00000481854	Q8NE31
ENSP00000478671	Q96NU0
ENSP00000387078	Q8N9V3
ENSP00000247933	P35475
ENSP00000332737	Q6ZN44
ENSP00000404705	Q58DX5
ENSP00000399745	P08172
ENSP00000373340	P55201
ENSP00000235628	Q9BXI3
ENSP00000401645	P05120
ENSP00000370698	P40189
ENSP00000330658	Q13219
ENSP00000404991	A0PK00
ENSP00000399136	P48065
ENSP00000353854	Q6ZRI6
ENSP00000366416	P24530
ENSP00000328397	Q7Z5L0
ENSP00000220809	P00750
ENSP00000303211	P22303
ENSP00000375629	Q8N423
ENSP00000349252	P20701
ENSP00000223293	Q9UG22
ENSP00000358451	Q9NXN4
ENSP00000429018	Q9Y5G2
ENSP00000467290	Q9H3T3
ENSP00000287706	Q96AB6
ENSP00000429834	Q9Y5G8
ENSP00000315203	Q8IUH2
ENSP00000429273	Q9Y5G3
ENSP00000379330	Q13469
ENSP00000388631	Q9BRC7
ENSP00000425093	Q13634
ENSP00000329668	Q6S5L8
ENSP00000312367	Q9UIB8
ENSP00000282276	Q96GW9
ENSP00000381666	Q4G148
ENSP00000245105	Q8TE82
ENSP00000299505	O15063
ENSP00000331857	Q7RTR0
ENSP00000297668	Q9BZ76
ENSP00000267085	Q9Y600
ENSP00000245923	O75298
ENSP00000331288	Q86WV6
ENSP00000252321	P22460
ENSP00000260731	P52732
ENSP00000314608	Q9NVR0
ENSP00000393583	Q9UPN4
ENSP00000220751	O43353
ENSP00000408792	Q8IXZ3
ENSP00000464030	Q14164
ENSP00000327875	Q9H1C0
ENSP00000347979	K9J972
ENSP00000352572	O95613
ENSP00000357753	P07476
ENSP00000257626	A4D1B5
ENSP00000428579	Q149M9
ENSP00000452885	Q8NBR6
ENSP00000263187	O15457
ENSP00000248444	P09327
ENSP00000358997	P51617
ENSP00000451945	Q9UD57
ENSP00000418193	Q96RM1
ENSP00000461862	Q9Y5G1
ENSP00000367440	O95551
ENSP00000401514	Q9P2D7
ENSP00000360583	Q6WRX3
ENSP00000338343	Q92629
ENSP00000226574	P19838
ENSP00000356579	Q5VT06
ENSP00000267082	P26010
ENSP00000233710	P28330
ENSP00000262374	Q9BT22
ENSP00000353292	P37088
ENSP00000380351	O95780
ENSP00000271417	Q71H61
ENSP00000363512	P09917
ENSP00000204604	Q9H2X0
ENSP00000280614	Q9UK39
ENSP00000460380	P35125
ENSP00000364885	Q13105
ENSP00000270349	Q01959
ENSP00000360994	Q96FJ0
ENSP00000381473	A8MV81
ENSP00000354006	Q9BX84
ENSP00000319726	Q9BZ67
ENSP00000363773	P02745
ENSP00000391596	Q9Y303
ENSP00000328992	Q9Y5B6
ENSP00000377771	Q96FS4
ENSP00000421294	A4FU49
ENSP00000254579	Q96M86
ENSP00000381250	Q13790
ENSP00000332591	P49146
ENSP00000234389	O60391
ENSP00000355384	Q86WA9
ENSP00000431418	P04629
ENSP00000483484	O95478
ENSP00000219833	P23975
ENSP00000300452	Q9Y3A0
ENSP00000263708	P29074
ENSP00000458355	Q9P225
ENSP00000269391	Q96PX1
ENSP00000348842	Q6ZMW3
