From	Entry
ENSP00000261263	Q9UL25
ENSP00000298198	Q6PCE3
ENSP00000284878	P78310
ENSP00000361475	P62166
ENSP00000358866	P21333
ENSP00000273047	P20339
ENSP00000357189	P51858
ENSP00000376048	P20916
ENSP00000474534	S4R3N1
ENSP00000217456	Q9HDC9
ENSP00000406209	Q9Y6I3
ENSP00000305653	O95202
ENSP00000421592	E9PB61
ENSP00000272067	P24666
ENSP00000368528	Q9BUR5
ENSP00000369127	P31689
ENSP00000261772	P49588
ENSP00000419782	Q00535
ENSP00000249071	P15153
ENSP00000404854	Q92597
ENSP00000419088	Q96A26
ENSP00000305988	Q13740
ENSP00000483786	P37235
ENSP00000377047	P23471
ENSP00000302194	O95670
ENSP00000306003	P56385
ENSP00000374332	Q15631
ENSP00000376506	Q9BUL8
ENSP00000391249	Q9UHD8
ENSP00000346240	Q9UK22
ENSP00000227524	Q9UMS4
ENSP00000326031	P62136
ENSP00000256383	P05198
ENSP00000352162	Q14576
ENSP00000359645	P38159
ENSP00000420311	P62829
ENSP00000466897	D6W5Y5
ENSP00000254846	O15054
ENSP00000385757	P53004
ENSP00000348316	Q9UK76
ENSP00000365950	P98179
ENSP00000370372	Q9BYT8
ENSP00000356972	O75306
ENSP00000217244	P68400
ENSP00000479910	P55198
ENSP00000301656	Q7Z3Y8
ENSP00000416429	P62910
ENSP00000309591	P17612
ENSP00000359567	P41225
ENSP00000265131	P24821
ENSP00000341779	P36873
ENSP00000377823	Q9ULP0
ENSP00000341625	P00167
ENSP00000418447	P67775
ENSP00000367050	O95197
ENSP00000205948	P02749
ENSP00000268607	Q9GZQ8
ENSP00000300935	P61006
ENSP00000450524	A6NCE7
ENSP00000320309	Q9Y285
ENSP00000384193	Q8N3J6
ENSP00000377060	P83916
ENSP00000221138	P62714
ENSP00000357283	P02545
ENSP00000319531	P23434
ENSP00000448220	P19013
ENSP00000246957	Q12931
ENSP00000392270	Q9Y3F4
ENSP00000466379	O43681
ENSP00000325136	P55084
ENSP00000463393	O75396
ENSP00000393379	O60282
ENSP00000216038	Q9Y3I0
ENSP00000479153	A0A024R571
ENSP00000261700	Q9Y224
ENSP00000410339	O96008
ENSP00000368752	P04156
ENSP00000368646	Q13162
ENSP00000292475	P56134
ENSP00000291577	P0DPI2
ENSP00000248121	O43761
ENSP00000341170	P21246
ENSP00000306866	O95166
ENSP00000271308	P28066
ENSP00000294360	Q9NWV4
ENSP00000296674	P62266
ENSP00000365569	O75955
ENSP00000314776	Q68D91
ENSP00000355361	Q08722
ENSP00000356918	O15400
ENSP00000352738	Q9UN86
ENSP00000216455	P25788
ENSP00000246635	P13646
ENSP00000477538	P55209
ENSP00000346827	P49189
ENSP00000223398	Q9UDT6
ENSP00000349320	P54289
ENSP00000360124	P36871
ENSP00000357452	Q15126
ENSP00000323929	P01023
ENSP00000411825	Q8WUM4
ENSP00000423674	P46926
ENSP00000263697	O75937
ENSP00000225430	P84098
ENSP00000348056	P63279
ENSP00000455625	P56211
ENSP00000303129	Q9HCJ6
ENSP00000414321	P62847
ENSP00000211998	P18206
ENSP00000295834	P07148
ENSP00000253792	P53396
ENSP00000428223	Q9UNX3
ENSP00000294742	O15511
ENSP00000300784	Q9H479
ENSP00000085068	Q96AB3
ENSP00000286091	A0A499FI48
ENSP00000400906	P68036
ENSP00000451080	P84090
ENSP00000361765	Q5H9L2
ENSP00000441158	P53675
ENSP00000366672	Q8TEA8
ENSP00000312625	Q5SSJ5
ENSP00000429216	Q6NT89
ENSP00000450353	F8VP50
ENSP00000363676	P62913
ENSP00000285093	P42765
ENSP00000273986	Q8N5K1
ENSP00000265073	P53999
ENSP00000230431	O43598
ENSP00000449404	P05787
ENSP00000380479	Q12926
ENSP00000356236	Q8N9I0
ENSP00000221476	P06732
ENSP00000250448	P55317
ENSP00000440246	Q16798
ENSP00000367001	P42658
ENSP00000479708	Q969L2
ENSP00000362987	Q96FC7
ENSP00000370882	Q9NX40
ENSP00000373215	Q9ULU8
ENSP00000258198	O43237
ENSP00000357218	Q8NCW5
ENSP00000310117	Q96C90
ENSP00000259632	O75935
ENSP00000264933	O75340
ENSP00000318646	P62244
ENSP00000338481	O43491
ENSP00000262187	Q15382
ENSP00000309474	Q99460
ENSP00000260665	P42704
ENSP00000367265	Q07065
ENSP00000362803	Q9Y3C6
ENSP00000362566	P84074
ENSP00000354251	Q9Y2A7
ENSP00000360141	Q5JWF2
ENSP00000215565	P17568
ENSP00000353826	P36776
ENSP00000261712	O00231
ENSP00000246194	Q9UKM9
ENSP00000361512	P60891
ENSP00000217121	O43399
ENSP00000386636	P05455
ENSP00000269141	P19022
ENSP00000378812	Q9Y6H1
ENSP00000327336	P21810
ENSP00000296526	P42262
ENSP00000365745	Q14247
ENSP00000469240	O43633
ENSP00000164139	P11217
ENSP00000255039	Q9GZV7
ENSP00000254193	P09661
ENSP00000078429	P29992
ENSP00000367939	O14949
ENSP00000471455	Q96CT7
ENSP00000355500	Q5SW79
ENSP00000382327	Q9NRG7
ENSP00000463058	Q9Y5S9
ENSP00000401802	P62333
ENSP00000290921	Q13363
ENSP00000219439	Q3SXM5
ENSP00000247271	P23515
ENSP00000295266	P29803
ENSP00000295822	Q9GZV4
ENSP00000361634	Q9NR46
ENSP00000447488	O14910
ENSP00000237530	P04844
ENSP00000383949	P55769
ENSP00000351155	Q8WXF7
ENSP00000466214	O14737
ENSP00000338258	Q9H3Q1
ENSP00000262982	P55060
ENSP00000262623	P20648
ENSP00000377833	P09525
ENSP00000360718	P20337
ENSP00000328358	Q5XKE5
ENSP00000393887	P02765
ENSP00000229922	P40123
ENSP00000431984	P07384
ENSP00000266458	Q9H0R8
ENSP00000362576	P54577
ENSP00000361711	Q969E4
ENSP00000354687	P03886
ENSP00000317468	Q96FZ7
ENSP00000343966	Q8WXF1
ENSP00000382840	A0A2U3TZJ9
ENSP00000249442	O75431
ENSP00000261303	P62191
ENSP00000386284	P13716
ENSP00000264161	P14868
ENSP00000417898	P09466
ENSP00000299427	O14773
ENSP00000286713	P27105
ENSP00000265563	P13861
ENSP00000408695	P17252
ENSP00000256429	Q9UBB5
ENSP00000310901	Q16527
ENSP00000313877	P43897
ENSP00000349594	A0A0R4J2E6
ENSP00000256593	P46439
ENSP00000001008	Q02790
ENSP00000356218	Q9UHQ9
ENSP00000223369	O15498
ENSP00000242784	Q9BQ61
ENSP00000314067	Q13177
ENSP00000219302	Q13232
ENSP00000380514	Q16775
ENSP00000234256	P43007
ENSP00000241052	P04040
ENSP00000356989	Q9UHV9
ENSP00000432568	O15020
ENSP00000298248	Q9Y2S2
ENSP00000286371	P54709
ENSP00000468690	K7ESF4
ENSP00000368265	P26992
ENSP00000346340	Q99627
ENSP00000348381	Q9UEY8
ENSP00000347532	A0MZ66
ENSP00000451962	O60831
ENSP00000339835	Q6NXT2
ENSP00000476960	Q5TEC6
ENSP00000262948	P36507
ENSP00000329797	Q9BY67
ENSP00000377015	Q13492
ENSP00000338185	Q9NQ66
ENSP00000310491	Q07960
ENSP00000433999	P13489
ENSP00000346127	Q9UF11
ENSP00000262812	O14579
ENSP00000400057	Q7L266
ENSP00000346577	Q9Y6K8
ENSP00000316950	A0A0A0MR39
ENSP00000450385	P14649
ENSP00000328326	Q5GH76
ENSP00000299166	O95169
ENSP00000359675	P63218
ENSP00000216802	Q9UL46
ENSP00000449270	P61923
ENSP00000262306	Q15370
ENSP00000481029	P17980
ENSP00000357879	P55036
ENSP00000349679	Q9NP97
ENSP00000347507	P12883
ENSP00000229633	Q9NQE9
ENSP00000371152	Q13510
ENSP00000329403	P48539
ENSP00000330862	Q14982
ENSP00000481554	P42263
ENSP00000281031	O95298
ENSP00000250101	Q9BRA2
ENSP00000408526	P29218
ENSP00000221801	P22087
ENSP00000362021	Q53FP2
ENSP00000394936	P19652
ENSP00000386541	O00487
ENSP00000256441	P82909
ENSP00000262613	O14745
ENSP00000326817	Q8N9N7
ENSP00000313420	P78527
ENSP00000339467	P84095
ENSP00000398495	A0A024RBT2
ENSP00000258418	Q9Y376
ENSP00000304891	Q96A05
ENSP00000261601	P54578
ENSP00000377696	Q9NQR4
ENSP00000297071	Q13595
ENSP00000377789	Q8N3V7
ENSP00000475027	S4R435
ENSP00000399888	P17096
ENSP00000209875	P45973
ENSP00000438689	P49748
ENSP00000380402	P25325
ENSP00000303147	P31153
ENSP00000346001	P39023
ENSP00000300811	Q96B54
ENSP00000423014	Q56VL3
ENSP00000333551	O94903
ENSP00000358840	Q96IX5
ENSP00000264639	O43242
ENSP00000233627	O75251
ENSP00000391211	P35998
ENSP00000356982	Q9Y3C8
ENSP00000354511	P21964
ENSP00000238875	Q3ZCW2
ENSP00000377298	Q14980
ENSP00000282499	P48058
ENSP00000359393	O15347
ENSP00000309477	P21399
ENSP00000346839	P02751
ENSP00000302160	P62310
ENSP00000364883	Q13825
ENSP00000446099	Q96E39
ENSP00000354878	Q7Z4S6
ENSP00000340684	P21397
ENSP00000311984	Q8IW45
ENSP00000434412	P50454
ENSP00000378368	Q14254
ENSP00000260118	Q92820
ENSP00000294740	Q9Y2X9
ENSP00000234396	P15313
ENSP00000473172	Q9Y230
ENSP00000254322	P25685
ENSP00000464342	Q9Y3U8
ENSP00000450909	Q9GZT3
ENSP00000470059	M0QYT0
ENSP00000375649	Q96S97
ENSP00000476119	O95989
ENSP00000329243	P08729
ENSP00000371084	Q9Y2Q0
ENSP00000307863	P26368
ENSP00000363017	P15927
ENSP00000452549	E7ENQ6
ENSP00000247665	Q9NRX4
ENSP00000358853	Q9UJC5
ENSP00000244040	Q9UL26
ENSP00000279022	P24844
ENSP00000358719	P48163
ENSP00000252934	Q9UBB4
ENSP00000224073	O60869
ENSP00000321266	P48739
ENSP00000362730	Q9NZJ7
ENSP00000331019	Q71UM5
ENSP00000349428	P26599
ENSP00000223136	Q9Y3D6
ENSP00000363071	P17661
ENSP00000314030	O60884
ENSP00000338703	Q16851
ENSP00000385763	Q14914
ENSP00000473553	Q8NEV1
ENSP00000396937	Q9UNM6
ENSP00000232219	A0A0A0MQT0
ENSP00000364635	Q9Y2J8
ENSP00000475750	Q9Y5Z4
ENSP00000357679	Q9Y3Y2
ENSP00000422392	P62312
ENSP00000263431	P05129
ENSP00000405424	Q8N573
ENSP00000322832	Q9GZN7
ENSP00000307275	O14828
ENSP00000480004	P07099
ENSP00000296464	O95757
ENSP00000472998	P08621
ENSP00000359216	Q9UKA9
ENSP00000357858	O43684
ENSP00000341214	P22492
ENSP00000375727	P50150
ENSP00000366047	Q92876
ENSP00000250111	P14415
ENSP00000263519	Q16720
ENSP00000270586	P28072
ENSP00000359804	Q96AE4
ENSP00000340274	Q9Y3L5
ENSP00000364813	Q9Y333
ENSP00000301764	Q16531
ENSP00000364649	P21912
ENSP00000256545	Q9NPA0
ENSP00000225174	P30405
ENSP00000267973	Q9GZS3
ENSP00000313007	P11940
ENSP00000253023	P61081
ENSP00000407375	P07203
ENSP00000340305	Q13404
ENSP00000360525	P61326
ENSP00000245907	P01024
ENSP00000304669	P35221
ENSP00000337632	P82979
ENSP00000157812	P43686
ENSP00000290541	P28070
ENSP00000310572	P62195
ENSP00000354280	A0A7P0MP65
ENSP00000262506	P19784
ENSP00000432799	P55145
ENSP00000278618	Q9NRN7
ENSP00000360034	Q8NC51
ENSP00000288221	O15083
ENSP00000428994	P42261
ENSP00000360522	P02753
ENSP00000316454	Q6VY07
ENSP00000210444	Q9NR45
ENSP00000378588	Q9Y5J7
ENSP00000362900	Q08170
ENSP00000318297	Q9Y265
ENSP00000229329	Q8NFW8
ENSP00000269373	Q9HA64
ENSP00000358106	A0A499FJL1
ENSP00000305790	Q15393
ENSP00000215882	P53007
ENSP00000362060	O43920
ENSP00000272348	P62308
ENSP00000278671	Q6IAA8
ENSP00000054950	Q15293
ENSP00000463379	A0A0A6YYL6
ENSP00000346173	P38117
ENSP00000266732	P42166
ENSP00000367615	P07741
ENSP00000215071	P48556
ENSP00000256196	P62070
ENSP00000308720	P07477
ENSP00000383059	Q9NWB6
ENSP00000482548	P78356
ENSP00000225972	Q96AG4
ENSP00000436152	O14683
ENSP00000319240	Q96A72
ENSP00000346762	Q7KZF4
ENSP00000216034	Q9NS69
ENSP00000264039	P35052
ENSP00000484715	Q9C0H9
ENSP00000311747	Q96PK6
ENSP00000362480	O75436
ENSP00000317331	P51571
ENSP00000307078	P33176
ENSP00000376368	Q92558
ENSP00000349560	P61018
ENSP00000284981	P05067
ENSP00000378338	Q9Y2X7
ENSP00000261427	P61086
ENSP00000321691	Q8NB37
ENSP00000305263	Q7Z3Y7
ENSP00000350708	P54727
ENSP00000352962	Q6T4P5
ENSP00000269143	Q9Y4W6
ENSP00000477572	A0A087WT44
ENSP00000484343	A0A087X1N8
ENSP00000376184	Q02338
ENSP00000369456	Q9BY32
ENSP00000420298	P41217
ENSP00000384863	O14980
ENSP00000319739	Q14257
ENSP00000354982	P00414
ENSP00000319992	P17152
ENSP00000385000	O00139
ENSP00000387535	Q8WZA9
ENSP00000349078	P14324
ENSP00000362688	A0A7P0MRT9
ENSP00000287600	O43924
ENSP00000348886	Q9UJZ1
ENSP00000380453	Q8TAM6
ENSP00000358140	Q14152
ENSP00000282541	Q8N335
ENSP00000377374	Q969X5
ENSP00000369314	P35754
ENSP00000303366	Q12907
ENSP00000432768	Q14008
ENSP00000419628	Q9UKK9
ENSP00000357709	P06703
ENSP00000356988	Q86X76
ENSP00000226299	P28838
ENSP00000463024	A0A0A6YYL5
ENSP00000320130	O14576
ENSP00000305230	P49458
ENSP00000438346	A0A1C7CYY3
ENSP00000409667	J3KQV8
ENSP00000304102	Q7L5N1
ENSP00000228740	P09960
ENSP00000325836	O95057
ENSP00000397261	Q13228
ENSP00000447942	Q99471
ENSP00000482374	Q9H6K5
ENSP00000260130	O00560
ENSP00000352706	Q6NVY1
ENSP00000396704	Q02880
ENSP00000479919	A0A087WW40
ENSP00000264638	P78357
ENSP00000463154	Q9BTT0
ENSP00000363216	Q9ULD0
ENSP00000338019	P25686
ENSP00000266735	P62306
ENSP00000215770	A6NHG4
ENSP00000388806	E7EX17
ENSP00000415491	Q92561
ENSP00000417653	Q9UJU6
ENSP00000445806	Q3ZCQ8
ENSP00000393316	Q9H3N1
ENSP00000219789	O14735
ENSP00000463057	A0A0B4J2A2
ENSP00000379051	Q96QR8
ENSP00000365806	P36915
ENSP00000414302	Q8WXF0
ENSP00000345341	Q9H7Z7
ENSP00000358272	Q9P032
ENSP00000368927	P47813
ENSP00000359484	Q8IYB5
ENSP00000302393	Q9BYZ2
ENSP00000303908	Q6IBS0
ENSP00000311469	P09488
ENSP00000254770	Q9NS86
ENSP00000265395	P31937
ENSP00000265431	P05937
ENSP00000357727	P06702
ENSP00000351614	O14994
ENSP00000392094	Q15029
ENSP00000438115	Q9UBW8
ENSP00000440498	Q96MZ0
ENSP00000262177	O75190
ENSP00000367453	Q8N6N7
ENSP00000353025	Q92520
ENSP00000467423	Q15424
ENSP00000263672	Q15005
ENSP00000275428	O75223
ENSP00000354532	P00491
ENSP00000316338	Q9UQB8
ENSP00000338039	Q92530
ENSP00000256103	P02689
ENSP00000370750	Q8TC12
ENSP00000367196	Q9H4G4
ENSP00000333769	P35613
ENSP00000378292	Q6KB66
ENSP00000350954	Q9Y2I8
ENSP00000307549	Q15818
ENSP00000425759	P15954
ENSP00000286428	P61758
ENSP00000320488	Q96NT1
ENSP00000403636	Q96PV0
ENSP00000325266	Q8N5M4
ENSP00000420588	Q00059
ENSP00000387694	Q9H2X9
ENSP00000478874	Q8IU85
ENSP00000414398	Q9UBS4
ENSP00000358814	O43865
ENSP00000357722	P05109
ENSP00000315263	Q9NZD2
ENSP00000278568	Q13153
ENSP00000369689	Q9NZT1
ENSP00000418695	Q15008
ENSP00000228506	Q14165
ENSP00000355566	Q15388
ENSP00000453508	Q9Y4G6
ENSP00000376475	P10644
ENSP00000400591	P62304
ENSP00000377148	O43747
ENSP00000480946	P0DME0
ENSP00000173527	Q96CN7
ENSP00000216479	O95433
ENSP00000222330	P49840
ENSP00000340944	Q06124
ENSP00000310573	Q7Z3Z0
ENSP00000246747	P36404
ENSP00000216200	P20472
ENSP00000355587	Q9BSD7
ENSP00000479365	B7ZW38
ENSP00000216492	P10645
ENSP00000295851	A0A7D9NKC8
ENSP00000296490	Q6UXN9
ENSP00000236877	Q9UPR5
ENSP00000264389	Q9BT78
ENSP00000250124	O75352
ENSP00000307449	Q7Z6G3
ENSP00000340329	Q14444
ENSP00000360108	O75061
ENSP00000460348	Q6P2Q9
ENSP00000263100	P04217
ENSP00000366156	P19623
ENSP00000431049	Q9Y2Q3
ENSP00000452697	P67812
ENSP00000366513	O94985
ENSP00000337746	Q9NPH2
ENSP00000410059	A0A8C8L741
ENSP00000321584	P12268
ENSP00000319664	Q9Y266
ENSP00000440984	Q13367
ENSP00000354573	Q9UPN3
ENSP00000341743	O43768
ENSP00000370376	P33316
ENSP00000427866	Q08495
ENSP00000246868	Q9Y3A5
ENSP00000221957	O60664
ENSP00000355467	Q8NBX0
ENSP00000295448	Q8TDQ7
ENSP00000254043	P19012
ENSP00000430598	O00244
ENSP00000221130	P00390
ENSP00000365606	Q4V328
ENSP00000485401	A0A096LP55
ENSP00000345957	P63220
ENSP00000325369	Q92572
ENSP00000275364	Q03113
ENSP00000481038	Q7L576
ENSP00000364815	P26640
ENSP00000437073	Q92614
ENSP00000246895	P02808
ENSP00000478017	B7ZW38
ENSP00000485450	P0DMR1
ENSP00000222968	Q13442
ENSP00000357633	O76003
ENSP00000256367	Q92623
ENSP00000303356	Q7Z4W1
ENSP00000367154	Q15404
ENSP00000276062	A0A8J8YU24
ENSP00000360365	Q9ULC4
ENSP00000324806	P49841
ENSP00000359070	Q9NZ72
ENSP00000325313	Q66K74
ENSP00000368458	P12004
ENSP00000317955	Q15075
ENSP00000371362	Q4G0N4
ENSP00000300175	P05408
ENSP00000336741	O43143
ENSP00000478767	Q96SB3
ENSP00000339017	Q8NBU5
ENSP00000378563	O15212
ENSP00000307134	Q9UQB3
ENSP00000343924	P51888
ENSP00000479203	B2RXH8
ENSP00000418082	P61513
ENSP00000358466	Q96DA2
ENSP00000322706	Q01581
ENSP00000265052	A0A0C4DFN3
ENSP00000400101	Q9UJS0
ENSP00000417963	Q14738
ENSP00000264414	Q13618
ENSP00000362010	P20073
ENSP00000306887	Q9H061
ENSP00000355689	Q16774
ENSP00000303887	Q8N568
ENSP00000381461	Q9Y570
ENSP00000311121	Q8TAA3
ENSP00000297785	P00352
ENSP00000434570	Q5TF21
ENSP00000368030	Q9NVI7
ENSP00000221485	Q9P2U7
ENSP00000365272	Q15700
ENSP00000300574	P46108
ENSP00000377061	Q9UIW2
ENSP00000370748	Q13907
ENSP00000359871	Q5T4U5
ENSP00000325448	Q15046
ENSP00000306261	Q8N1N4
ENSP00000290913	Q9BRQ6
ENSP00000359693	Q5VVH2
ENSP00000317123	O75643
ENSP00000367595	Q5T0D9
ENSP00000261574	O00410
ENSP00000378191	A0A8C8KIA0
ENSP00000345195	Q9UHD9
ENSP00000409581	P49407
ENSP00000358674	P11441
ENSP00000321537	Q15334
ENSP00000315299	P27482
ENSP00000293362	P61289
ENSP00000417518	O75122
ENSP00000344572	O43427
ENSP00000409666	P55854
ENSP00000242776	O00148
ENSP00000231572	P54136
ENSP00000457408	O60268
ENSP00000419970	P16435
ENSP00000300873	Q9UK08
ENSP00000481842	O00422
ENSP00000383599	O94967
ENSP00000388996	Q9BXS5
ENSP00000417580	Q2TAA2
ENSP00000357048	P53621
ENSP00000280557	O43583
ENSP00000320092	Q99963
ENSP00000247020	Q99470
ENSP00000367408	A0A2U3TZM4
ENSP00000264712	O14782
ENSP00000385828	Q16762
ENSP00000218548	P54707
ENSP00000305839	Q7Z2K8
ENSP00000399457	P39656
ENSP00000422473	P57088
ENSP00000362807	Q9UBV8
ENSP00000261070	Q14061
ENSP00000223029	Q13155
ENSP00000413479	P12035
ENSP00000365757	P48426
ENSP00000362456	Q9BVG4
ENSP00000319255	Q9UHD1
ENSP00000302886	Q9UQ80
ENSP00000439444	F5H284
ENSP00000463419	A0A075B759
ENSP00000485638	P0DN26
ENSP00000262027	P56192
ENSP00000219169	P61970
ENSP00000356969	P02652
ENSP00000382004	O60716
ENSP00000246548	Q9UBT2
ENSP00000355651	P20338
ENSP00000318635	Q6EEV6
ENSP00000432472	Q8WUW1
ENSP00000381057	P07998
ENSP00000311165	P29972
ENSP00000345672	P07858
ENSP00000295666	Q16270
ENSP00000440077	O95741
ENSP00000417901	Q9NQX3
ENSP00000367208	Q9Y2Z0
ENSP00000485663	Q9Y262
ENSP00000334910	O00408
ENSP00000478754	P26196
ENSP00000315013	P43155
ENSP00000360076	Q9BQI5
ENSP00000012443	P53041
ENSP00000335203	Q9UII2
ENSP00000260385	Q96TC7
ENSP00000406162	Q99873
ENSP00000474096	Q92804
ENSP00000398064	Q9Y241
ENSP00000311344	P30154
ENSP00000356820	O95563
ENSP00000222572	Q15165
ENSP00000356671	P01008
ENSP00000375863	Q9BUJ2
ENSP00000362041	Q8WXX5
ENSP00000283290	Q9NT62
ENSP00000414982	Q07866
ENSP00000339191	Q03135
ENSP00000332565	Q9BR01
ENSP00000381504	P11908
ENSP00000273450	O75891
ENSP00000366819	P15374
ENSP00000435210	Q9NYF8
ENSP00000249330	O15240
ENSP00000354850	O60502
ENSP00000482442	A0A087WZ82
ENSP00000262947	Q969H8
ENSP00000292377	Q8N158
ENSP00000386456	Q2M2I8
ENSP00000354125	P55884
ENSP00000249923	P53618
ENSP00000229390	Q13242
ENSP00000430344	P51178
ENSP00000485206	Q9Y536
ENSP00000263202	Q92890
ENSP00000404203	P17540
ENSP00000329419	P35606
ENSP00000263867	P40121
ENSP00000383168	P57721
ENSP00000357873	P45954
ENSP00000355180	P12109
ENSP00000330101	Q01546
ENSP00000464619	A0A075B767
ENSP00000287295	O95831
ENSP00000354032	Q96G97
ENSP00000414906	Q9UJW0
ENSP00000295767	Q8N4Q1
ENSP00000470142	Q92900
ENSP00000274341	P10915
ENSP00000425561	P06730
ENSP00000355752	Q69YW2
ENSP00000282561	P17302
ENSP00000246024	Q9H1E5
ENSP00000347495	P23381
ENSP00000296456	P13798
ENSP00000352882	Q9HCM2
ENSP00000350512	Q92905
ENSP00000429986	Q9NPA8
ENSP00000369042	O95373
ENSP00000222553	P43490
ENSP00000355889	Q9NSE4
ENSP00000355523	P49802
ENSP00000480301	Q6DN90
ENSP00000353864	O75914
ENSP00000481762	O75534
ENSP00000436621	Q6P1X6
ENSP00000335321	O75533
ENSP00000346265	O00445
ENSP00000217958	O75832
ENSP00000370196	O95248
ENSP00000259253	Q9NYU2
ENSP00000365042	P67870
ENSP00000356416	P10155
ENSP00000268613	P55290
ENSP00000216727	Q86U42
ENSP00000296424	Q9BUT1
ENSP00000373509	Q8IZQ5
ENSP00000444850	O60763
ENSP00000334373	O00629
ENSP00000281187	Q4G0F5
ENSP00000386023	P41223
ENSP00000377779	Q7L1I2
ENSP00000330633	Q02246
ENSP00000468263	Q8IUD2
ENSP00000372112	Q6P587
ENSP00000374036	Q9Y2J0
ENSP00000261813	O60925
ENSP00000345259	P11171
ENSP00000245185	P02795
ENSP00000261758	Q14696
ENSP00000221980	Q9UMF0
ENSP00000259667	Q9BX68
ENSP00000335614	O75145
ENSP00000359225	Q15417
ENSP00000316029	Q9Y490
ENSP00000335632	Q99653
ENSP00000249299	O95777
ENSP00000435370	P62861
ENSP00000434359	Q9UHX1
ENSP00000321260	P10176
ENSP00000427463	P61009
ENSP00000243563	P09012
ENSP00000359685	A0A3F2YNX1
ENSP00000293288	Q07812
ENSP00000215567	Q9NZ01
ENSP00000357564	P51153
ENSP00000356541	Q9BWJ5
ENSP00000428182	A0A0C4DH75
ENSP00000367938	O14548
ENSP00000259457	Q99436
ENSP00000395535	P51608
ENSP00000324204	Q8N3F0
ENSP00000262418	P02730
ENSP00000386104	P16870
ENSP00000339435	Q9GZT4
ENSP00000267814	Q00796
ENSP00000266679	Q16630
ENSP00000362110	Q12874
ENSP00000377471	Q9BR76
ENSP00000362268	Q6UXV4
ENSP00000308515	Q8WVC6
ENSP00000318861	Q13435
ENSP00000336666	P61966
ENSP00000359990	Q9H9A6
ENSP00000460070	P78347
ENSP00000290573	P52789
ENSP00000421566	Q9NQW7
ENSP00000216129	Q14166
ENSP00000468367	K7ERQ8
ENSP00000261667	O00505
ENSP00000397843	Q9Y2S6
ENSP00000217402	Q9H444
ENSP00000343535	Q93009
ENSP00000298283	Q96L21
ENSP00000261868	O75822
ENSP00000356056	P63172
ENSP00000299259	P61201
ENSP00000356399	P08603
ENSP00000428263	Q7Z3D6
ENSP00000319412	Q8N2F6
ENSP00000264028	P48444
ENSP00000358851	Q03013
ENSP00000363574	P56537
ENSP00000310670	Q8N163
ENSP00000367032	Q63HM9
ENSP00000333255	Q3ZAQ7
ENSP00000362532	Q9NQG5
ENSP00000377681	Q13283
ENSP00000480332	A0A087WWM0
ENSP00000387654	Q9UHG3
ENSP00000216554	P55010
ENSP00000264896	Q14108
ENSP00000243997	P56381
ENSP00000244020	Q13247
ENSP00000355599	Q99598
ENSP00000279068	Q9BX40
ENSP00000372005	Q96DA6
ENSP00000227868	O00330
ENSP00000383199	Q96PU5
ENSP00000228945	P52566
ENSP00000471242	C9JME2
ENSP00000301242	Q96A00
ENSP00000228136	O00193
ENSP00000380286	Q9BRJ6
ENSP00000410769	P62633
ENSP00000362824	O15294
ENSP00000356000	O75051
ENSP00000262455	Q9BS26
ENSP00000431800	O00303
ENSP00000262094	O00194
ENSP00000380998	Q9HD42
ENSP00000446743	F8W031
ENSP00000225573	Q9NVS9
ENSP00000225964	P02452
ENSP00000365462	P05165
ENSP00000280706	Q6ZMR3
ENSP00000305613	O14810
ENSP00000222008	Q9UI14
ENSP00000216252	Q7RTV0
ENSP00000255120	P49321
ENSP00000452909	P46779
ENSP00000358495	O75054
ENSP00000263849	Q96GY0
ENSP00000267064	Q8TAQ2
ENSP00000295006	P17655
ENSP00000424595	P21108
ENSP00000424595	A0A0B4J207
ENSP00000390941	Q86WG3
ENSP00000371634	Q9Y6M1
ENSP00000262225	Q15363
ENSP00000354223	Q9Y5U8
ENSP00000438399	P53990
ENSP00000371475	Q12888
ENSP00000226230	Q5BJF2
ENSP00000255681	Q9BQ69
ENSP00000290341	Q9NZI8
ENSP00000369965	P20290
ENSP00000345412	Q8N684
ENSP00000363162	O75348
ENSP00000368455	P50583
ENSP00000369038	O43324
ENSP00000304854	Q8WVJ2
ENSP00000321070	P23368
ENSP00000430128	Q86SE5
ENSP00000344468	O75056
ENSP00000398597	Q5RKV6
ENSP00000375960	P55196
ENSP00000425587	O60645
ENSP00000296786	Q8WVY7
ENSP00000338607	Q8WUY1
ENSP00000392896	O75506
ENSP00000355809	Q8N8S7
ENSP00000314407	P35219
ENSP00000268835	O60256
ENSP00000304133	P13521
ENSP00000416250	Q14232
ENSP00000215793	Q15459
ENSP00000272433	Q8TD22
ENSP00000217420	Q9H598
ENSP00000331201	O14964
ENSP00000203630	Q15773
ENSP00000263102	Q16204
ENSP00000304331	Q9H4S2
ENSP00000439065	E7EVH7
ENSP00000379696	P61925
ENSP00000385432	Q9Y6B6
ENSP00000450281	H0YIV9
ENSP00000324127	Q9NYI0
ENSP00000362680	P12931
ENSP00000263847	P22059
ENSP00000358777	Q15904
ENSP00000412566	P14678
ENSP00000484121	A0A087X1E4
ENSP00000300087	Q9BTE1
ENSP00000419475	Q86X83
ENSP00000253039	P41091
ENSP00000359151	P11182
ENSP00000354961	P03905
ENSP00000273308	Q9Y2B0
